pose,k,stamp,observed,tru_lat_m,tru_range_m,tru_height_m,tru_yaw_rad,est_lat_m,est_range_m,est_yaw_rad,e_lat_m,e_range_m,e_2d_m,e_yaw_rad,tf,map_est_x,map_est_y,map_tru_x,map_tru_y,e_map_xy_m,pocket_u,pocket_v,face_a,face_b,inliers,valid,roi_u0,roi_u1,roi_v0,roi_v1,face_width_m,face_height_m,pocket_span_m,floor_found,face_u0,face_u1,face_v0,face_v1,face_frac_plane_roi,face_frac_band_roi,depth_at_pocket_px_m,chain_check_m,plane_a,plane_b,plane_c_m,plane_n,plane_c_err_m,t_decode_s,t_observe_s
approach_1.00m,19,131.804000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.384307,-0.001218,,,,,,0.011588,0.047864
approach_1.00m,20,131.870000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.379670,-0.005855,,,,,,0.011139,0.042256
approach_1.00m,21,131.936000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.388236,0.002711,,,,,,0.011589,0.046416
approach_1.00m,22,132.002000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.388372,0.002846,,,,,,0.011830,0.043356
approach_1.00m,23,132.068000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.384196,-0.001330,,,,,,0.012122,0.046672
approach_1.00m,24,132.134000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.378172,-0.007353,,,,,,0.011464,0.045338
approach_1.00m,25,132.200000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.385929,0.000403,,,,,,0.012799,0.048109
approach_1.00m,26,132.266000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.389375,0.003850,,,,,,0.010604,0.045621
approach_1.00m,27,132.332000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.382252,-0.003273,,,,,,0.012807,0.047464
approach_1.00m,28,132.398000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.387455,0.001929,,,,,,0.012199,0.046671
approach_1.00m,29,132.464000,0,-0.399992,1.385525,0.399800,-0.000000,,,,,,,,1,,,-24.100622,6.345861,,,,,,,,,,,,,,,,68.997175,370.203125,322.309603,347.835084,0.065807,0.000000,1.389973,0.004448,,,,,,0.015027,0.046058
