event,name,clock,t_start_ns,t_end_ns,interval_ns,value,note
L5,cmd_traction_speed,monotonic,399795250703574,399795250955364,251790,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399795250963699,399795252032798,1069099,0.0,
L5,cmd_steer_angle,monotonic,399795252032798,399795252125451,92653,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399795252131179,399795252939456,808277,0.0,
L5,cmd_fork_speed,monotonic,399795252939456,399795253092841,153385,0.0,
L1,ForkliftForkHeight,monotonic,399795163092321,399795253103179,90010858,0.2050774821601057,
L1cs,ForkliftForkHeight,monotonic,399795163092321,399795248070885,84978564,0.2050774821601057,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399795253107911,399795254006950,899039,0.2050774821601057,
L3,ForkliftForkHeight,monotonic,399795163092321,399795254006950,90914629,0.2050774821601057,
R2,ForkliftForkHeight,monotonic,399795203146720,399795253107911,49961191,,
L1,ForkliftLinearSpeed,monotonic,399795163146815,399795254020944,90874129,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399795163146815,399795248070885,84924070,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399795254023749,399795254765148,741399,0.0,
L3,ForkliftLinearSpeed,monotonic,399795163146815,399795254765148,91618333,0.0,
R2,ForkliftLinearSpeed,monotonic,399795204285829,399795254023749,49737920,,
L1,ForkliftObstacleMinDistance,monotonic,399795202442933,399795254776177,52333244,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399795202442933,399795248070885,45627952,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399795254778504,399795255484008,705504,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399795202442933,399795255484008,53041075,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399795206505147,399795254778504,48273357,,
L2,BridgeHeartbeat,monotonic,399795255499802,399795256143585,643783,2059,
R1,cycle,monotonic,399795248070885,399795298304733,50233848,,
read_rt,BridgeHeartbeat,monotonic,399795298312109,399795300341412,2029303,2059,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399795300351142,399795302123545,1772403,0.0,
L5,cmd_traction_speed,monotonic,399795302123545,399795302263823,140278,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399795302278760,399795303719953,1441193,0.0,
L5,cmd_steer_angle,monotonic,399795303719953,399795303861578,141625,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399795303867151,399795304795167,928016,0.0,
L5,cmd_fork_speed,monotonic,399795304795167,399795304890881,95714,0.0,
L1,ForkliftForkHeight,monotonic,399795263165055,399795304896758,41731703,0.20508703952501708,
L1cs,ForkliftForkHeight,monotonic,399795263165055,399795298304733,35139678,0.20508703952501708,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399795304901756,399795305876529,974773,0.20508703952501708,
L3,ForkliftForkHeight,monotonic,399795263165055,399795305876529,42711474,0.20508703952501708,
R2,ForkliftForkHeight,monotonic,399795253107911,399795304901756,51793845,,
L1,ForkliftLinearSpeed,monotonic,399795263445538,399795305886184,42440646,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399795263445538,399795298304733,34859195,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399795305888333,399795306658941,770608,0.0,
L3,ForkliftLinearSpeed,monotonic,399795263445538,399795306658941,43213403,0.0,
R2,ForkliftLinearSpeed,monotonic,399795254023749,399795305888333,51864584,,
L1,ForkliftObstacleMinDistance,monotonic,399795302693848,399795306672719,3978871,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399795302693848,399795298304733,-4389115,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399795306675777,399795307707554,1031777,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399795302693848,399795307707554,5013706,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399795254778504,399795306675777,51897273,,
L2,BridgeHeartbeat,monotonic,399795307726035,399795308489129,763094,2060,
R1,cycle,monotonic,399795298304733,399795347816058,49511325,,
read_rt,BridgeHeartbeat,monotonic,399795347823529,399795349100322,1276793,2060,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399795349111630,399795350992671,1881041,0.0,
L5,cmd_traction_speed,monotonic,399795350992671,399795351094062,101391,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399795351100544,399795352429408,1328864,0.0,
L5,cmd_steer_angle,monotonic,399795352429408,399795352528186,98778,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399795352533501,399795354171696,1638195,0.0,
L5,cmd_fork_speed,monotonic,399795354171696,399795354274319,102623,0.0,
L1,ForkliftForkHeight,monotonic,399795263165055,399795354281926,91116871,0.20508703952501708,
L1cs,ForkliftForkHeight,monotonic,399795263165055,399795347816058,84651003,0.20508703952501708,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399795354286897,399795355850560,1563663,0.20508703952501708,
L3,ForkliftForkHeight,monotonic,399795263165055,399795355850560,92685505,0.20508703952501708,
R2,ForkliftForkHeight,monotonic,399795304901756,399795354286897,49385141,,
L1,ForkliftLinearSpeed,monotonic,399795263445538,399795355867198,92421660,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399795263445538,399795347816058,84370520,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399795355870578,399795356596676,726098,0.0,
L3,ForkliftLinearSpeed,monotonic,399795263445538,399795356596676,93151138,0.0,
R2,ForkliftLinearSpeed,monotonic,399795305888333,399795355870578,49982245,,
L1,ForkliftObstacleMinDistance,monotonic,399795302693848,399795356604396,53910548,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399795302693848,399795347816058,45122210,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399795356605922,399795358177886,1571964,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399795302693848,399795358177886,55484038,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399795306675777,399795356605922,49930145,,
L2,BridgeHeartbeat,monotonic,399795358206663,399795359041528,834865,2061,
R1,cycle,monotonic,399795347816058,399795398228337,50412279,,
read_rt,BridgeHeartbeat,monotonic,399795398235447,399795400256308,2020861,2061,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399795400264673,399795402829257,2564584,0.0,
L5,cmd_traction_speed,monotonic,399795402829257,399795402926649,97392,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399795402930992,399795403833523,902531,0.0,
L5,cmd_steer_angle,monotonic,399795403833523,399795403921805,88282,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399795403925531,399795404850133,924602,0.0,
L5,cmd_fork_speed,monotonic,399795404850133,399795404950664,100531,0.0,
L1,ForkliftForkHeight,monotonic,399795363435219,399795404956751,41521532,0.20509655667395954,
L1cs,ForkliftForkHeight,monotonic,399795363435219,399795398228337,34793118,0.20509655667395954,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399795404961321,399795405894373,933052,0.20509655667395954,
L3,ForkliftForkHeight,monotonic,399795363435219,399795405894373,42459154,0.20509655667395954,
R2,ForkliftForkHeight,monotonic,399795354286897,399795404961321,50674424,,
L1,ForkliftLinearSpeed,monotonic,399795363507752,399795405909698,42401946,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399795363507752,399795398228337,34720585,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399795405913574,399795406610712,697138,0.0,
L3,ForkliftLinearSpeed,monotonic,399795363507752,399795406610712,43102960,0.0,
R2,ForkliftLinearSpeed,monotonic,399795355870578,399795405913574,50042996,,
L1,ForkliftObstacleMinDistance,monotonic,399795402236324,399795406619518,4383194,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399795402236324,399795398228337,-4007987,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399795406621080,399795407633271,1012191,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399795402236324,399795407633271,5396947,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399795356605922,399795406621080,50015158,,
L2,BridgeHeartbeat,monotonic,399795407651461,399795408587404,935943,2062,
R1,cycle,monotonic,399795398228337,399795447789114,49560777,,
read_rt,BridgeHeartbeat,monotonic,399795447799688,399795449390746,1591058,2062,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399795449400454,399795451129215,1728761,0.0,
L5,cmd_traction_speed,monotonic,399795451129215,399795451269111,139896,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399795451277566,399795452583471,1305905,0.0,
L5,cmd_steer_angle,monotonic,399795452583471,399795452682593,99122,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399795452687718,399795453590850,903132,0.0,
L5,cmd_fork_speed,monotonic,399795453590850,399795453700514,109664,0.0,
L1,ForkliftForkHeight,monotonic,399795363435219,399795453708433,90273214,0.20509655667395954,
L1cs,ForkliftForkHeight,monotonic,399795363435219,399795447789114,84353895,0.20509655667395954,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399795453713309,399795454752265,1038956,0.20509655667395954,
L3,ForkliftForkHeight,monotonic,399795363435219,399795454752265,91317046,0.20509655667395954,
R2,ForkliftForkHeight,monotonic,399795404961321,399795453713309,48751988,,
L1,ForkliftLinearSpeed,monotonic,399795363507752,399795454766677,91258925,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399795363507752,399795447789114,84281362,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399795454769919,399795455698352,928433,0.0,
L3,ForkliftLinearSpeed,monotonic,399795363507752,399795455698352,92190600,0.0,
R2,ForkliftLinearSpeed,monotonic,399795405913574,399795454769919,48856345,,
L1,ForkliftObstacleMinDistance,monotonic,399795402236324,399795455709196,53472872,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399795402236324,399795447789114,45552790,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399795455711616,399795456635639,924023,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399795402236324,399795456635639,54399315,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399795406621080,399795455711616,49090536,,
L2,BridgeHeartbeat,monotonic,399795456663015,399795457574287,911272,2063,
R1,cycle,monotonic,399795447789114,399795500646499,52857385,,
read_rt,BridgeHeartbeat,monotonic,399795500659268,399795504071517,3412249,2063,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399795504080210,399795505085460,1005250,0.0,
L5,cmd_traction_speed,monotonic,399795505085460,399795505192652,107192,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399795505196851,399795506081043,884192,0.0,
L5,cmd_steer_angle,monotonic,399795506081043,399795506232251,151208,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399795506237855,399795507015599,777744,0.0,
L5,cmd_fork_speed,monotonic,399795507015599,399795507094432,78833,0.0,
L1,ForkliftForkHeight,monotonic,399795463450568,399795507099006,43648438,0.2051060337761554,
L1cs,ForkliftForkHeight,monotonic,399795463450568,399795500646499,37195931,0.2051060337761554,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399795507102270,399795507995895,893625,0.2051060337761554,
L3,ForkliftForkHeight,monotonic,399795463450568,399795507995895,44545327,0.2051060337761554,
R2,ForkliftForkHeight,monotonic,399795453713309,399795507102270,53388961,,
L1,ForkliftLinearSpeed,monotonic,399795463489911,399795508009422,44519511,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399795463489911,399795500646499,37156588,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399795508012267,399795508702987,690720,0.0,
L3,ForkliftLinearSpeed,monotonic,399795463489911,399795508702987,45213076,0.0,
R2,ForkliftLinearSpeed,monotonic,399795454769919,399795508012267,53242348,,
L1,ForkliftObstacleMinDistance,monotonic,399795502557073,399795508710943,6153870,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399795502557073,399795500646499,-1910574,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399795508712632,399795509592036,879404,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399795502557073,399795509592036,7034963,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399795455711616,399795508712632,53001016,,
L2,BridgeHeartbeat,monotonic,399795509608778,399795510225693,616915,2064,
R1,cycle,monotonic,399795500646499,399795547952125,47305626,,
read_rt,BridgeHeartbeat,monotonic,399795547960807,399795549102433,1141626,2064,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399795549110047,399795550519087,1409040,0.0,
L5,cmd_traction_speed,monotonic,399795550519087,399795550711692,192605,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399795550719270,399795552256913,1537643,0.0,
L5,cmd_steer_angle,monotonic,399795552256913,399795552429432,172519,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399795552437158,399795554051972,1614814,0.0,
L5,cmd_fork_speed,monotonic,399795554051972,399795554142461,90489,0.0,
L1,ForkliftForkHeight,monotonic,399795463450568,399795554149097,90698529,0.2051060337761554,
L1cs,ForkliftForkHeight,monotonic,399795463450568,399795547952125,84501557,0.2051060337761554,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399795554152797,399795555128328,975531,0.2051060337761554,
L3,ForkliftForkHeight,monotonic,399795463450568,399795555128328,91677760,0.2051060337761554,
R2,ForkliftForkHeight,monotonic,399795507102270,399795554152797,47050527,,
L1,ForkliftLinearSpeed,monotonic,399795463489911,399795555141154,91651243,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399795463489911,399795547952125,84462214,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399795555143378,399795556207250,1063872,0.0,
L3,ForkliftLinearSpeed,monotonic,399795463489911,399795556207250,92717339,0.0,
R2,ForkliftLinearSpeed,monotonic,399795508012267,399795555143378,47131111,,
L1,ForkliftObstacleMinDistance,monotonic,399795502557073,399795556217940,53660867,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399795502557073,399795547952125,45395052,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399795556219977,399795557011779,791802,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399795502557073,399795557011779,54454706,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399795508712632,399795556219977,47507345,,
L2,BridgeHeartbeat,monotonic,399795557063715,399795558580913,1517198,2065,
diagnostics,Status/*,-,,,,"{'ForkliftTeleopActive': False, 'ForkliftObstacleStopActive': False, 'ForkliftSpeedLimitActive': False, 'ForkliftResetRequired': True, 'HmiLinkOk': False}",
R1,cycle,monotonic,399795547952125,399795597928475,49976350,,
read_rt,BridgeHeartbeat,monotonic,399795597937878,399795599182310,1244432,2065,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399795599190789,399795600941949,1751160,0.0,
L5,cmd_traction_speed,monotonic,399795600941949,399795601271346,329397,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399795601280182,399795603371476,2091294,0.0,
L5,cmd_steer_angle,monotonic,399795603371476,399795603501534,130058,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399795603509146,399795605291211,1782065,0.0,
L5,cmd_fork_speed,monotonic,399795605291211,399795605444873,153662,0.0,
L1,ForkliftForkHeight,monotonic,399795563217320,399795605453784,42236464,0.20511547100011718,
L1cs,ForkliftForkHeight,monotonic,399795563217320,399795597928475,34711155,0.20511547100011718,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399795605459507,399795606777552,1318045,0.20511547100011718,
L3,ForkliftForkHeight,monotonic,399795563217320,399795606777552,43560232,0.20511547100011718,
R2,ForkliftForkHeight,monotonic,399795554152797,399795605459507,51306710,,
L1,ForkliftLinearSpeed,monotonic,399795564197222,399795606790302,42593080,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399795564197222,399795597928475,33731253,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399795606793451,399795607834570,1041119,0.0,
L3,ForkliftLinearSpeed,monotonic,399795564197222,399795607834570,43637348,0.0,
R2,ForkliftLinearSpeed,monotonic,399795555143378,399795606793451,51650073,,
L1,ForkliftObstacleMinDistance,monotonic,399795603827381,399795607845540,4018159,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399795603827381,399795597928475,-5898906,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399795607848197,399795608705280,857083,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399795603827381,399795608705280,4877899,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399795556219977,399795607848197,51628220,,
L2,BridgeHeartbeat,monotonic,399795608731188,399795610980948,2249760,2066,
R1,cycle,monotonic,399795597928475,399795648195805,50267330,,
read_rt,BridgeHeartbeat,monotonic,399795648205994,399795651653462,3447468,2066,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399795651666896,399795653782854,2115958,0.0,
L5,cmd_traction_speed,monotonic,399795653782854,399795653919079,136225,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399795653926989,399795655281003,1354014,0.0,
L5,cmd_steer_angle,monotonic,399795655281003,399795655457639,176636,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399795655463858,399795656692370,1228512,0.0,
L5,cmd_fork_speed,monotonic,399795656692370,399795656864565,172195,0.0,
L1,ForkliftForkHeight,monotonic,399795563217320,399795656874927,93657607,0.20511547100011718,
L1cs,ForkliftForkHeight,monotonic,399795563217320,399795648195805,84978485,0.20511547100011718,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399795656881085,399795658209074,1327989,0.20511547100011718,
L3,ForkliftForkHeight,monotonic,399795563217320,399795658209074,94991754,0.20511547100011718,
R2,ForkliftForkHeight,monotonic,399795605459507,399795656881085,51421578,,
L1,ForkliftLinearSpeed,monotonic,399795564197222,399795658221848,94024626,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399795564197222,399795648195805,83998583,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399795658224500,399795659846967,1622467,0.0,
L3,ForkliftLinearSpeed,monotonic,399795564197222,399795659846967,95649745,0.0,
R2,ForkliftLinearSpeed,monotonic,399795606793451,399795658224500,51431049,,
L1,ForkliftObstacleMinDistance,monotonic,399795603827381,399795659863319,56035938,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399795603827381,399795648195805,44368424,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399795659866586,399795660696571,829985,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399795603827381,399795660696571,56869190,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399795607848197,399795659866586,52018389,,
L2,BridgeHeartbeat,monotonic,399795660713545,399795661871118,1157573,2067,
R1,cycle,monotonic,399795648195805,399795699057579,50861774,,
read_rt,BridgeHeartbeat,monotonic,399795699069358,399795700608366,1539008,2067,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399795700618245,399795702674879,2056634,0.0,
L5,cmd_traction_speed,monotonic,399795702674879,399795702781567,106688,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399795702785651,399795703959514,1173863,0.0,
L5,cmd_steer_angle,monotonic,399795703959514,399795704052506,92992,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399795704056632,399795704918335,861703,0.0,
L5,cmd_fork_speed,monotonic,399795704918335,399795705033712,115377,0.0,
L1,ForkliftForkHeight,monotonic,399795663078296,399795705041258,41962962,0.20512486851364412,
L1cs,ForkliftForkHeight,monotonic,399795663078296,399795699057579,35979283,0.20512486851364412,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399795705046636,399795706108781,1062145,0.20512486851364412,
L3,ForkliftForkHeight,monotonic,399795663078296,399795706108781,43030485,0.20512486851364412,
R2,ForkliftForkHeight,monotonic,399795656881085,399795705046636,48165551,,
L1,ForkliftLinearSpeed,monotonic,399795663528158,399795706120086,42591928,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399795663528158,399795699057579,35529421,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399795706122464,399795706933899,811435,0.0,
L3,ForkliftLinearSpeed,monotonic,399795663528158,399795706933899,43405741,0.0,
R2,ForkliftLinearSpeed,monotonic,399795658224500,399795706122464,47897964,,
L1,ForkliftObstacleMinDistance,monotonic,399795703094373,399795706942934,3848561,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399795703094373,399795699057579,-4036794,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399795706945310,399795707797467,852157,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399795703094373,399795707797467,4703094,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399795659866586,399795706945310,47078724,,
L2,BridgeHeartbeat,monotonic,399795707819672,399795708498877,679205,2068,
R1,cycle,monotonic,399795699057579,399795748081939,49024360,,
read_rt,BridgeHeartbeat,monotonic,399795748092196,399795750305830,2213634,2068,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399795750313948,399795752681737,2367789,0.0,
L5,cmd_traction_speed,monotonic,399795752681737,399795752888213,206476,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399795752899834,399795754167158,1267324,0.0,
L5,cmd_steer_angle,monotonic,399795754167158,399795754314884,147726,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399795754322190,399795755724896,1402706,0.0,
L5,cmd_fork_speed,monotonic,399795755724896,399795755884127,159231,0.0,
L1,ForkliftForkHeight,monotonic,399795663078296,399795755893843,92815547,0.20512486851364412,
L1cs,ForkliftForkHeight,monotonic,399795663078296,399795748081939,85003643,0.20512486851364412,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399795755900362,399795756770580,870218,0.20512486851364412,
L3,ForkliftForkHeight,monotonic,399795663078296,399795756770580,93692284,0.20512486851364412,
R2,ForkliftForkHeight,monotonic,399795705046636,399795755900362,50853726,,
L1,ForkliftLinearSpeed,monotonic,399795663528158,399795756782599,93254441,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399795663528158,399795748081939,84553781,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399795756785118,399795758004157,1219039,0.0,
L3,ForkliftLinearSpeed,monotonic,399795663528158,399795758004157,94475999,0.0,
R2,ForkliftLinearSpeed,monotonic,399795706122464,399795756785118,50662654,,
L1,ForkliftObstacleMinDistance,monotonic,399795703094373,399795758017526,54923153,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399795703094373,399795748081939,44987566,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399795758020351,399795759462402,1442051,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399795703094373,399795759462402,56368029,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399795706945310,399795758020351,51075041,,
L2,BridgeHeartbeat,monotonic,399795759500059,399795760829122,1329063,2069,
R1,cycle,monotonic,399795748081939,399795799203552,51121613,,
read_rt,BridgeHeartbeat,monotonic,399795799213199,399795802206130,2992931,2069,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399795802218545,399795804038924,1820379,0.0,
L5,cmd_traction_speed,monotonic,399795804038924,399795804153382,114458,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399795804160592,399795806533676,2373084,0.0,
L5,cmd_steer_angle,monotonic,399795806533676,399795806625024,91348,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399795806631949,399795809166949,2535000,0.0,
L5,cmd_fork_speed,monotonic,399795809166949,399795809460671,293722,0.0,
L1,ForkliftForkHeight,monotonic,399795763802852,399795809470361,45667509,0.20513422648383242,
L1cs,ForkliftForkHeight,monotonic,399795763802852,399795799203552,35400700,0.20513422648383242,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399795809476024,399795811865706,2389682,0.20513422648383242,
L3,ForkliftForkHeight,monotonic,399795763802852,399795811865706,48062854,0.20513422648383242,
R2,ForkliftForkHeight,monotonic,399795755900362,399795809476024,53575662,,
L1,ForkliftLinearSpeed,monotonic,399795763911597,399795811888494,47976897,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399795763911597,399795799203552,35291955,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399795811893758,399795813564936,1671178,0.0,
L3,ForkliftLinearSpeed,monotonic,399795763911597,399795813564936,49653339,0.0,
R2,ForkliftLinearSpeed,monotonic,399795756785118,399795811893758,55108640,,
L1,ForkliftObstacleMinDistance,monotonic,399795803225753,399795813583869,10358116,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399795803225753,399795799203552,-4022201,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399795813588307,399795814934430,1346123,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399795803225753,399795814934430,11708677,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399795758020351,399795813588307,55567956,,
L2,BridgeHeartbeat,monotonic,399795814967520,399795816334425,1366905,2070,
R1,cycle,monotonic,399795799203552,399795847785719,48582167,,
read_rt,BridgeHeartbeat,monotonic,399795847794635,399795849303960,1509325,2070,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399795849314215,399795851343318,2029103,0.0,
L5,cmd_traction_speed,monotonic,399795851343318,399795851535616,192298,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399795851543554,399795852959201,1415647,0.0,
L5,cmd_steer_angle,monotonic,399795852959201,399795853169615,210414,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399795853178400,399795854084231,905831,0.0,
L5,cmd_fork_speed,monotonic,399795854084231,399795854207309,123078,0.0,
L1,ForkliftForkHeight,monotonic,399795763802852,399795854215512,90412660,0.20513422648383242,
L1cs,ForkliftForkHeight,monotonic,399795763802852,399795847785719,83982867,0.20513422648383242,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399795854220914,399795855171480,950566,0.20513422648383242,
L3,ForkliftForkHeight,monotonic,399795763802852,399795855171480,91368628,0.20513422648383242,
R2,ForkliftForkHeight,monotonic,399795809476024,399795854220914,44744890,,
L1,ForkliftLinearSpeed,monotonic,399795763911597,399795855188237,91276640,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399795763911597,399795847785719,83874122,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399795855191871,399795856300296,1108425,0.0,
L3,ForkliftLinearSpeed,monotonic,399795763911597,399795856300296,92388699,0.0,
R2,ForkliftLinearSpeed,monotonic,399795811893758,399795855191871,43298113,,
L1,ForkliftObstacleMinDistance,monotonic,399795803225753,399795856313916,53088163,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399795803225753,399795847785719,44559966,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399795856316990,399795857863762,1546772,5.5,
