event,name,clock,t_start_ns,t_end_ns,interval_ns,value,note
startup,configured_signal_set,-,,,,forklift+warning,"configured signal set: forklift+warning — forklift 4in/3out/5diag (opcua-nodes.md §10), warning 1in/0out/0diag (opcua-nodes.md §13); 5 input slots, 3 output slots, 5 diagnostics, 14 nodes touched, write allowlist 6 keys; silence rule: ForkliftWarningFieldOccupied asserts True after 0.500s of silence (opcua-nodes.md §13.2 W1)"
session,session_timeout_ms,-,,,,10000.0,granted; requested 10000 (granted as requested)
session,secure_channel_lifetime_ms,-,,,,3600000.0,granted; requested 3600000
session,keepalive_period_s,-,,,,3.3333,derived from the granted timeout / 3 (§3.2 S3)
session,namespace_index:server_interfaces,-,,,,2,http://www.siemens.com/simatic-s7-opcua
session,namespace_index:interface,-,,,,3,http://DemoCell
session,connect,-,,,,,opc.tcp://172.19.176.1:4841
R2,ForkliftObstacleMinDistance,monotonic,399908495018763,399908545867462,50848699,,
L2,BridgeHeartbeat,monotonic,399908548225475,399908550322796,2097321,1443,
R1,cycle,monotonic,399908537603316,399908587496595,49893279,,
read_rt,BridgeHeartbeat,monotonic,399908587503855,399908589419139,1915284,1443,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399908589426088,399908590422890,996802,0.0,
L5,cmd_traction_speed,monotonic,399908590422890,399908590554775,131885,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399908590562548,399908591563943,1001395,0.0,
L5,cmd_steer_angle,monotonic,399908591563943,399908591632704,68761,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399908591636843,399908592461638,824795,0.0,
L5,cmd_fork_speed,monotonic,399908592461638,399908592568721,107083,0.0,
L1,ForkliftForkHeight,monotonic,399908511000596,399908592576543,81575947,0.22338644706115457,
L1cs,ForkliftForkHeight,monotonic,399908511000596,399908587496595,76495999,0.22338644706115457,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399908592582087,399908593869248,1287161,0.22338644706115457,
L3,ForkliftForkHeight,monotonic,399908511000596,399908593869248,82868652,0.22338644706115457,
R2,ForkliftForkHeight,monotonic,399908543422469,399908592582087,49159618,,
L1,ForkliftLinearSpeed,monotonic,399908511406603,399908593886319,82479716,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399908511406603,399908587496595,76089992,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399908593890277,399908595205651,1315374,0.0,
L3,ForkliftLinearSpeed,monotonic,399908511406603,399908595205651,83799048,0.0,
R2,ForkliftLinearSpeed,monotonic,399908544508148,399908593890277,49382129,,
L1,ForkliftObstacleMinDistance,monotonic,399908552453004,399908595217124,42764120,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399908552453004,399908587496595,35043591,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399908595219665,399908595997133,777468,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399908552453004,399908595997133,43544129,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399908545867462,399908595219665,49352203,,
L2,BridgeHeartbeat,monotonic,399908596016461,399908598650228,2633767,1444,
R1,cycle,monotonic,399908587496595,399908637863242,50366647,,
read_rt,BridgeHeartbeat,monotonic,399908637870060,399908639481069,1611009,1444,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399908639487881,399908640339830,851949,0.0,
L5,cmd_traction_speed,monotonic,399908640339830,399908640451887,112057,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399908640457051,399908641300049,842998,0.0,
L5,cmd_steer_angle,monotonic,399908641300049,399908641466102,166053,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399908641472711,399908642265391,792680,0.0,
L5,cmd_fork_speed,monotonic,399908642265391,399908642346124,80733,0.0,
L1,ForkliftForkHeight,monotonic,399908611507162,399908642351264,30844102,0.22341488645452634,
L1cs,ForkliftForkHeight,monotonic,399908611507162,399908637863242,26356080,0.22341488645452634,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399908642356303,399908643457298,1100995,0.22341488645452634,
L3,ForkliftForkHeight,monotonic,399908611507162,399908643457298,31950136,0.22341488645452634,
R2,ForkliftForkHeight,monotonic,399908592582087,399908642356303,49774216,,
L1,ForkliftLinearSpeed,monotonic,399908611592374,399908643467104,31874730,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399908611592374,399908637863242,26270868,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399908643469512,399908644423364,953852,0.0,
L3,ForkliftLinearSpeed,monotonic,399908611592374,399908644423364,32830990,0.0,
R2,ForkliftLinearSpeed,monotonic,399908593890277,399908643469512,49579235,,
L1,ForkliftObstacleMinDistance,monotonic,399908552453004,399908644441071,91988067,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399908552453004,399908637863242,85410238,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399908644444888,399908645447093,1002205,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399908552453004,399908645447093,92994089,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399908595219665,399908644444888,49225223,,
L2,BridgeHeartbeat,monotonic,399908645465645,399908646138564,672919,1445,
R1,cycle,monotonic,399908637863242,399908687311428,49448186,,
read_rt,BridgeHeartbeat,monotonic,399908687339870,399908689389235,2049365,1445,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399908689398637,399908690652512,1253875,0.0,
L5,cmd_traction_speed,monotonic,399908690652512,399908690762416,109904,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399908690767362,399908691971869,1204507,0.0,
L5,cmd_steer_angle,monotonic,399908691971869,399908692072529,100660,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399908692077544,399908693385249,1307705,0.0,
L5,cmd_fork_speed,monotonic,399908693385249,399908693457593,72344,0.0,
L1,ForkliftForkHeight,monotonic,399908611507162,399908693464352,81957190,0.22341488645452634,
L1cs,ForkliftForkHeight,monotonic,399908611507162,399908687311428,75804266,0.22341488645452634,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399908693468069,399908694256852,788783,0.22341488645452634,
L3,ForkliftForkHeight,monotonic,399908611507162,399908694256852,82749690,0.22341488645452634,
R2,ForkliftForkHeight,monotonic,399908642356303,399908693468069,51111766,,
L1,ForkliftLinearSpeed,monotonic,399908611592374,399908694270114,82677740,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399908611592374,399908687311428,75719054,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399908694272732,399908695204968,932236,0.0,
L3,ForkliftLinearSpeed,monotonic,399908611592374,399908695204968,83612594,0.0,
R2,ForkliftLinearSpeed,monotonic,399908643469512,399908694272732,50803220,,
L1,ForkliftObstacleMinDistance,monotonic,399908652144734,399908695218085,43073351,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399908652144734,399908687311428,35166694,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399908695221290,399908695981242,759952,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399908652144734,399908695981242,43836508,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399908644444888,399908695221290,50776402,,
L2,BridgeHeartbeat,monotonic,399908696001903,399908697306151,1304248,1446,
R1,cycle,monotonic,399908687311428,399908737536537,50225109,,
read_rt,BridgeHeartbeat,monotonic,399908737545792,399908739374702,1828910,1446,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399908739381036,399908740526851,1145815,0.0,
L5,cmd_traction_speed,monotonic,399908740526851,399908740768892,242041,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399908740779743,399908743182450,2402707,0.0,
L5,cmd_steer_angle,monotonic,399908743182450,399908743295313,112863,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399908743301488,399908744269985,968497,0.0,
L5,cmd_fork_speed,monotonic,399908744269985,399908744339658,69673,0.0,
L1,ForkliftForkHeight,monotonic,399908711251376,399908744346023,33094647,0.22344320617888944,
L1cs,ForkliftForkHeight,monotonic,399908711251376,399908737536537,26285161,0.22344320617888944,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399908744350903,399908745379383,1028480,0.22344320617888944,
L3,ForkliftForkHeight,monotonic,399908711251376,399908745379383,34128007,0.22344320617888944,
R2,ForkliftForkHeight,monotonic,399908693468069,399908744350903,50882834,,
L1,ForkliftLinearSpeed,monotonic,399908711328726,399908745389402,34060676,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399908711328726,399908737536537,26207811,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399908745391803,399908746286017,894214,0.0,
L3,ForkliftLinearSpeed,monotonic,399908711328726,399908746286017,34957291,0.0,
R2,ForkliftLinearSpeed,monotonic,399908694272732,399908745391803,51119071,,
L1,ForkliftObstacleMinDistance,monotonic,399908652144734,399908746301117,94156383,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399908652144734,399908737536537,85391803,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399908746304472,399908747716325,1411853,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399908652144734,399908747716325,95571591,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399908695221290,399908746304472,51083182,,
L2,BridgeHeartbeat,monotonic,399908747747649,399908750260823,2513174,1447,
R1,cycle,monotonic,399908737536537,399908787465116,49928579,,
read_rt,BridgeHeartbeat,monotonic,399908787472427,399908788589411,1116984,1447,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399908788598806,399908789674488,1075682,0.0,
L5,cmd_traction_speed,monotonic,399908789674488,399908789781802,107314,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399908789786000,399908791245450,1459450,0.0,
L5,cmd_steer_angle,monotonic,399908791245450,399908791338679,93229,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399908791343923,399908792164498,820575,0.0,
L5,cmd_fork_speed,monotonic,399908792164498,399908792318138,153640,0.0,
L1,ForkliftForkHeight,monotonic,399908711251376,399908792327182,81075806,0.22344320617888944,
L1cs,ForkliftForkHeight,monotonic,399908711251376,399908787465116,76213740,0.22344320617888944,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399908792331248,399908793043734,712486,0.22344320617888944,
L3,ForkliftForkHeight,monotonic,399908711251376,399908793043734,81792358,0.22344320617888944,
R2,ForkliftForkHeight,monotonic,399908744350903,399908792331248,47980345,,
L1,ForkliftLinearSpeed,monotonic,399908711328726,399908793053371,81724645,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399908711328726,399908787465116,76136390,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399908793055252,399908793684958,629706,0.0,
L3,ForkliftLinearSpeed,monotonic,399908711328726,399908793684958,82356232,0.0,
R2,ForkliftLinearSpeed,monotonic,399908745391803,399908793055252,47663449,,
L1,ForkliftObstacleMinDistance,monotonic,399908752587205,399908793693658,41106453,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399908752587205,399908787465116,34877911,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399908793696125,399908794438667,742542,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399908752587205,399908794438667,41851462,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399908746304472,399908793696125,47391653,,
L2,BridgeHeartbeat,monotonic,399908794466158,399908795270792,804634,1448,
R1,cycle,monotonic,399908787465116,399908837686194,50221078,,
read_rt,BridgeHeartbeat,monotonic,399908837694883,399908839403692,1708809,1448,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399908839410467,399908840552093,1141626,0.0,
L5,cmd_traction_speed,monotonic,399908840552093,399908840747257,195164,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399908840757161,399908842225506,1468345,0.0,
L5,cmd_steer_angle,monotonic,399908842225506,399908842393587,168081,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399908842400204,399908843722113,1321909,0.0,
L5,cmd_fork_speed,monotonic,399908843722113,399908843833380,111267,0.0,
L1,ForkliftForkHeight,monotonic,399908811311625,399908843841111,32529486,0.22347140673779622,
L1cs,ForkliftForkHeight,monotonic,399908811311625,399908837686194,26374569,0.22347140673779622,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399908843845857,399908845463399,1617542,0.22347140673779622,
L3,ForkliftForkHeight,monotonic,399908811311625,399908845463399,34151774,0.22347140673779622,
R2,ForkliftForkHeight,monotonic,399908792331248,399908843845857,51514609,,
L1,ForkliftLinearSpeed,monotonic,399908811737953,399908845474456,33736503,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399908811737953,399908837686194,25948241,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399908845476909,399908846617689,1140780,0.0,
L3,ForkliftLinearSpeed,monotonic,399908811737953,399908846617689,34879736,0.0,
R2,ForkliftLinearSpeed,monotonic,399908793055252,399908845476909,52421657,,
L1,ForkliftObstacleMinDistance,monotonic,399908752587205,399908846636154,94048949,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399908752587205,399908837686194,85098989,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399908846640199,399908848698527,2058328,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399908752587205,399908848698527,96111322,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399908793696125,399908846640199,52944074,,
L2,BridgeHeartbeat,monotonic,399908848733351,399908850235760,1502409,1449,
R1,cycle,monotonic,399908837686194,399908887448971,49762777,,
read_rt,BridgeHeartbeat,monotonic,399908887459538,399908889665953,2206415,1449,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399908889675300,399908891386716,1711416,0.0,
L5,cmd_traction_speed,monotonic,399908891386716,399908891466550,79834,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399908891471200,399908892686009,1214809,0.0,
L5,cmd_steer_angle,monotonic,399908892686009,399908892792918,106909,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399908892799683,399908893810126,1010443,0.0,
L5,cmd_fork_speed,monotonic,399908893810126,399908893994019,183893,0.0,
L1,ForkliftForkHeight,monotonic,399908811311625,399908894003031,82691406,0.22347140673779622,
L1cs,ForkliftForkHeight,monotonic,399908811311625,399908887448971,76137346,0.22347140673779622,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399908894009228,399908895133467,1124239,0.22347140673779622,
L3,ForkliftForkHeight,monotonic,399908811311625,399908895133467,83821842,0.22347140673779622,
R2,ForkliftForkHeight,monotonic,399908843845857,399908894009228,50163371,,
L1,ForkliftLinearSpeed,monotonic,399908811737953,399908895143703,83405750,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399908811737953,399908887448971,75711018,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399908895146066,399908895919692,773626,0.0,
L3,ForkliftLinearSpeed,monotonic,399908811737953,399908895919692,84181739,0.0,
R2,ForkliftLinearSpeed,monotonic,399908845476909,399908895146066,49669157,,
L1,ForkliftObstacleMinDistance,monotonic,399908852182605,399908895935226,43752621,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399908852182605,399908887448971,35266366,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399908895938651,399908897500684,1562033,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399908852182605,399908897500684,45318079,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399908846640199,399908895938651,49298452,,
L2,BridgeHeartbeat,monotonic,399908897532199,399908899472117,1939918,1450,
R1,cycle,monotonic,399908887448971,399908937120999,49672028,,
read_rt,BridgeHeartbeat,monotonic,399908937126496,399908980781498,43655002,1450,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399908980797313,399908982632584,1835271,0.0,
L5,cmd_traction_speed,monotonic,399908982632584,399908982782158,149574,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399908982789823,399908984395612,1605789,0.0,
L5,cmd_steer_angle,monotonic,399908984395612,399908984601340,205728,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399908984608869,399908987124946,2516077,0.0,
L5,cmd_fork_speed,monotonic,399908987124946,399908987231196,106250,0.0,
L1,ForkliftForkHeight,monotonic,399908911137801,399908987240904,76103103,0.22349948863267607,
L1cs,ForkliftForkHeight,monotonic,399908911137801,399908937120999,25983198,0.22349948863267607,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399908987248630,399908988553955,1305325,0.22349948863267607,
L3,ForkliftForkHeight,monotonic,399908911137801,399908988553955,77416154,0.22349948863267607,
R2,ForkliftForkHeight,monotonic,399908894009228,399908987248630,93239402,,
L1,ForkliftLinearSpeed,monotonic,399908911311792,399908988572330,77260538,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399908911311792,399908937120999,25809207,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399908988576403,399908989724469,1148066,0.0,
L3,ForkliftLinearSpeed,monotonic,399908911311792,399908989724469,78412677,0.0,
R2,ForkliftLinearSpeed,monotonic,399908895146066,399908988576403,93430337,,
L1,ForkliftObstacleMinDistance,monotonic,399908960831508,399908989736697,28905189,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399908960831508,399908937120999,-23710509,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399908989739828,399908990825897,1086069,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399908960831508,399908990825897,29994389,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399908895938651,399908989739828,93801177,,
L2,BridgeHeartbeat,monotonic,399908990850674,399908991743264,892590,1451,
overrun,cycle,monotonic,,,4820224,,
R1,cycle,monotonic,399908937120999,399908991754759,54633760,,
read_rt,BridgeHeartbeat,monotonic,399908991757315,399908993031198,1273883,1451,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399908993038728,399908994011553,972825,0.0,
L5,cmd_traction_speed,monotonic,399908994011553,399908994170853,159300,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399908994178533,399908995156247,977714,0.0,
L5,cmd_steer_angle,monotonic,399908995156247,399908995254213,97966,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399908995260023,399908996340151,1080128,0.0,
L5,cmd_fork_speed,monotonic,399908996340151,399908996489183,149032,0.0,
L1,ForkliftForkHeight,monotonic,399908911137801,399908996498505,85360704,0.22349948863267607,
L1cs,ForkliftForkHeight,monotonic,399908911137801,399908991754759,80616958,0.22349948863267607,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399908996503435,399908997740810,1237375,0.22349948863267607,
L3,ForkliftForkHeight,monotonic,399908911137801,399908997740810,86603009,0.22349948863267607,
R2,ForkliftForkHeight,monotonic,399908987248630,399908996503435,9254805,,
L1,ForkliftLinearSpeed,monotonic,399908911311792,399908997759082,86447290,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399908911311792,399908991754759,80442967,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399908997762988,399909000676850,2913862,0.0,
L3,ForkliftLinearSpeed,monotonic,399908911311792,399909000676850,89365058,0.0,
R2,ForkliftLinearSpeed,monotonic,399908988576403,399908997762988,9186585,,
L1,ForkliftObstacleMinDistance,monotonic,399908960831508,399909000695715,39864207,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399908960831508,399908991754759,30923251,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399909000699917,399909002184947,1485030,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399908960831508,399909002184947,41353439,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399908989739828,399909000699917,10960089,,
L2,BridgeHeartbeat,monotonic,399909002218459,399909003234316,1015857,1452,
R1,cycle,monotonic,399908991754759,399909042383589,50628830,,
read_rt,BridgeHeartbeat,monotonic,399909042391720,399909043634302,1242582,1452,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399909043639608,399909044460915,821307,0.0,
L5,cmd_traction_speed,monotonic,399909044460915,399909044641029,180114,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399909044648414,399909045435827,787413,0.0,
L5,cmd_steer_angle,monotonic,399909045435827,399909045541112,105285,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399909045546384,399909046275498,729114,0.0,
L5,cmd_fork_speed,monotonic,399909046275498,399909046356862,81364,0.0,
L1,ForkliftForkHeight,monotonic,399909011042476,399909046363898,35321422,0.22352745236284843,
L1cs,ForkliftForkHeight,monotonic,399909011042476,399909042383589,31341113,0.22352745236284843,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399909046369226,399909047386769,1017543,0.22352745236284843,
L3,ForkliftForkHeight,monotonic,399909011042476,399909047386769,36344293,0.22352745236284843,
R2,ForkliftForkHeight,monotonic,399908996503435,399909046369226,49865791,,
L1,ForkliftLinearSpeed,monotonic,399909011119692,399909047404801,36285109,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399909011119692,399909042383589,31263897,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399909047410224,399909048664219,1253995,0.0,
L3,ForkliftLinearSpeed,monotonic,399909011119692,399909048664219,37544527,0.0,
R2,ForkliftLinearSpeed,monotonic,399908997762988,399909047410224,49647236,,
L1,ForkliftObstacleMinDistance,monotonic,399908960831508,399909048680875,87849367,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399908960831508,399909042383589,81552081,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399909048685712,399909050239290,1553578,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399908960831508,399909050239290,89407782,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399909000699917,399909048685712,47985795,,
L2,BridgeHeartbeat,monotonic,399909050273500,399909051323119,1049619,1453,
R1,cycle,monotonic,399909042383589,399909092781288,50397699,,
read_rt,BridgeHeartbeat,monotonic,399909092789984,399909093839802,1049818,1453,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399909093845758,399909095199003,1353245,0.0,
L5,cmd_traction_speed,monotonic,399909095199003,399909095301661,102658,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399909095307892,399909096241798,933906,0.0,
L5,cmd_steer_angle,monotonic,399909096241798,399909096370889,129091,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399909096376687,399909098330912,1954225,0.0,
L5,cmd_fork_speed,monotonic,399909098330912,399909098557764,226852,0.0,
L1,ForkliftForkHeight,monotonic,399909011042476,399909098595602,87553126,0.22352745236284843,
L1cs,ForkliftForkHeight,monotonic,399909011042476,399909092781288,81738812,0.22352745236284843,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399909098602525,399909100304141,1701616,0.22352745236284843,
L3,ForkliftForkHeight,monotonic,399909011042476,399909100304141,89261665,0.22352745236284843,
R2,ForkliftForkHeight,monotonic,399909046369226,399909098602525,52233299,,
L1,ForkliftLinearSpeed,monotonic,399909011119692,399909100324159,89204467,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399909011119692,399909092781288,81661596,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399909100330994,399909101443476,1112482,0.0,
L3,ForkliftLinearSpeed,monotonic,399909011119692,399909101443476,90323784,0.0,
R2,ForkliftLinearSpeed,monotonic,399909047410224,399909100330994,52920770,,
L1,ForkliftObstacleMinDistance,monotonic,399909052264283,399909101457618,49193335,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399909052264283,399909092781288,40517005,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399909101460614,399909102265077,804463,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399909052264283,399909102265077,50000794,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399909048685712,399909101460614,52774902,,
L2,BridgeHeartbeat,monotonic,399909102283703,399909103412156,1128453,1454,
R1,cycle,monotonic,399909092781288,399909143043480,50262192,,
read_rt,BridgeHeartbeat,monotonic,399909143051878,399909144615309,1563431,1454,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399909144624783,399909145585435,960652,0.0,
L5,cmd_traction_speed,monotonic,399909145585435,399909145678711,93276,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399909145683110,399909146623647,940537,0.0,
L5,cmd_steer_angle,monotonic,399909146623647,399909146789014,165367,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399909146796450,399909148040873,1244423,0.0,
L5,cmd_fork_speed,monotonic,399909148040873,399909148188625,147752,0.0,
L1,ForkliftForkHeight,monotonic,399909111643086,399909148196898,36553812,0.22355529842553418,
L1cs,ForkliftForkHeight,monotonic,399909111643086,399909143043480,31400394,0.22355529842553418,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399909148203206,399909149612585,1409379,0.22355529842553418,
L3,ForkliftForkHeight,monotonic,399909111643086,399909149612585,37969499,0.22355529842553418,
R2,ForkliftForkHeight,monotonic,399909098602525,399909148203206,49600681,,
L1,ForkliftLinearSpeed,monotonic,399909111681016,399909149713896,38032880,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399909111681016,399909143043480,31362464,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399909149721862,399909151328607,1606745,0.0,
L3,ForkliftLinearSpeed,monotonic,399909111681016,399909151328607,39647591,0.0,
R2,ForkliftLinearSpeed,monotonic,399909100330994,399909149721862,49390868,,
L1,ForkliftObstacleMinDistance,monotonic,399909052264283,399909151343727,99079444,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399909052264283,399909143043480,90779197,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399909151347523,399909152254296,906773,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399909052264283,399909152254296,99990013,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399909101460614,399909151347523,49886909,,
L2,BridgeHeartbeat,monotonic,399909152273699,399909153380354,1106655,1455,
R1,cycle,monotonic,399909143043480,399909193056540,50013060,,
read_rt,BridgeHeartbeat,monotonic,399909193063572,399909194163975,1100403,1455,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399909194170242,399909195464545,1294303,0.0,
L5,cmd_traction_speed,monotonic,399909195464545,399909195633240,168695,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399909195640461,399909196325244,684783,0.0,
L5,cmd_steer_angle,monotonic,399909196325244,399909196430996,105752,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399909196436016,399909197501061,1065045,0.0,
L5,cmd_fork_speed,monotonic,399909197501061,399909197586728,85667,0.0,
L1,ForkliftForkHeight,monotonic,399909111643086,399909197595638,85952552,0.22355529842553418,
L1cs,ForkliftForkHeight,monotonic,399909111643086,399909193056540,81413454,0.22355529842553418,"literal §9.2 reference point; may be negative, not clipped"
