pose,condition,k,stamp,reason,abort,exact,cam_range_m,tru_lat_m,tru_range_m,face_u0,face_u1,face_v0,face_v1,face_frac_plane_roi,valid_frac,roi_u0,roi_u1,roi_v0,roi_v1,seg_width_m,seg_height_m,seg_yaw_rad,t_decode_s,t_classify_s
staging,pallet_rotated,13,564.302000,pallet_rotated,1,1,2.245000,-0.262828,2.484728,196.908339,358.710416,187.290385,228.577598,0.065187,0.775436,198,359,190,225,1.178636,0.256225,0.351251,0.011406,0.051497
staging,pallet_rotated,14,564.368000,pallet_rotated,1,1,2.245000,-0.262828,2.484728,196.908339,358.710416,187.290385,228.577598,0.065187,0.775436,198,357,192,223,1.162581,0.226667,0.352064,0.014570,0.046101
staging,pallet_rotated,15,564.434000,pallet_rotated,1,1,2.245000,-0.262828,2.484728,196.908339,358.710416,187.290385,228.577598,0.065187,0.775436,198,359,190,223,1.177509,0.241353,0.353014,0.011891,0.049558
staging,pallet_rotated,16,564.500000,pallet_rotated,1,1,2.245000,-0.262828,2.484728,196.908339,358.710416,187.290385,228.577598,0.065187,0.775436,198,359,190,223,1.177165,0.241282,0.352240,0.012083,0.050817
staging,pallet_rotated,17,564.566000,pallet_rotated,1,1,2.245000,-0.262828,2.484728,196.908339,358.710416,187.290385,228.577598,0.065187,0.775436,198,359,190,223,1.176936,0.241235,0.350602,0.013535,0.046716
staging,pallet_rotated,18,564.632000,pallet_rotated,1,1,2.245000,-0.262828,2.484728,196.908339,358.710416,187.290385,228.577598,0.065187,0.775436,198,359,190,225,1.178553,0.256207,0.353543,0.011011,0.049990
staging,pallet_rotated,19,564.698000,pallet_rotated,1,1,2.245000,-0.262828,2.484728,196.908339,358.710416,187.290385,228.577598,0.065187,0.775436,198,357,192,223,1.162516,0.226654,0.350712,0.013217,0.053384
staging,pallet_rotated,20,564.764000,pallet_rotated,1,1,2.245000,-0.262828,2.484728,196.908339,358.710416,187.290385,228.577598,0.065187,0.775436,198,357,190,225,1.162722,0.255945,0.350774,0.016001,0.056077
staging,pallet_rotated,21,564.830000,pallet_rotated,1,1,2.245000,-0.262828,2.484728,196.908339,358.710416,187.290385,228.577598,0.065187,0.775436,198,357,192,223,1.162835,0.226716,0.350861,0.013603,0.049725
staging,pallet_rotated,22,564.896000,pallet_rotated,1,1,2.245000,-0.262828,2.484728,196.908339,358.710416,187.290385,228.577598,0.065187,0.775436,198,357,192,223,1.162826,0.226714,0.351443,0.012451,0.049402
staging,pallet_rotated,23,564.962000,pallet_rotated,1,1,2.245000,-0.262828,2.484728,196.908339,358.710416,187.290385,228.577598,0.065187,0.775436,198,357,192,225,1.163872,0.241558,0.353762,0.010805,0.049406
staging,pallet_rotated,24,565.028000,pallet_rotated,1,1,2.245000,-0.262828,2.484728,196.908339,358.710416,187.290385,228.577598,0.065187,0.775436,198,359,190,225,1.178924,0.256288,0.349419,0.016226,0.046273
staging,pallet_rotated,25,565.094000,pallet_rotated,1,1,2.245000,-0.262828,2.484728,196.908339,358.710416,187.290385,228.577598,0.065187,0.775436,198,359,190,225,1.178930,0.256289,0.350588,0.011127,0.049905
staging,pallet_rotated,26,565.160000,pallet_rotated,1,1,2.245000,-0.262828,2.484728,196.908339,358.710416,187.290385,228.577598,0.065187,0.775436,198,359,190,225,1.178627,0.256223,0.353097,0.011945,0.049443
staging,pallet_rotated,27,565.226000,pallet_rotated,1,1,2.245000,-0.262828,2.484728,196.908339,358.710416,187.290385,228.577598,0.065187,0.775436,198,357,192,225,1.164440,0.241676,0.349548,0.014029,0.047303
staging,pallet_rotated,28,565.292000,pallet_rotated,1,1,2.245000,-0.262828,2.484728,196.908339,358.710416,187.290385,228.577598,0.065187,0.775436,198,359,190,225,1.178706,0.256240,0.351747,0.011503,0.050190
staging,pallet_rotated,29,565.358000,pallet_rotated,1,1,2.245000,-0.262828,2.484728,196.908339,358.710416,187.290385,228.577598,0.065187,0.775436,198,359,190,225,1.178776,0.256256,0.351843,0.013832,0.054674
staging,pallet_shifted,0,580.802000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,213,1.202098,0.080140,-0.000146,0.012258,0.051086
staging,pallet_shifted,1,580.868000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,213,1.202319,0.080155,-0.000777,0.013742,0.049087
staging,pallet_shifted,2,580.934000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,213,1.202146,0.080143,-0.000863,0.010920,0.054947
staging,pallet_shifted,3,581.000000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,213,1.202142,0.080143,0.000190,0.011927,0.051681
staging,pallet_shifted,4,581.066000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,213,1.202345,0.080156,0.000836,0.017027,0.048103
staging,pallet_shifted,5,581.132000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,213,1.202011,0.080134,0.001875,0.011289,0.052767
staging,pallet_shifted,6,581.198000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,213,1.202024,0.080135,-0.000651,0.011813,0.050847
staging,pallet_shifted,7,581.264000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,215,1.204571,0.094906,-0.000966,0.014641,0.050961
staging,pallet_shifted,8,581.330000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,213,1.202260,0.080151,-0.000043,0.013244,0.050639
staging,pallet_shifted,9,581.396000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,215,1.203905,0.094853,0.000174,0.011953,0.051668
staging,pallet_shifted,10,581.462000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,213,1.201980,0.080132,0.000288,0.012407,0.050941
staging,pallet_shifted,11,581.528000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,213,1.202544,0.080170,0.000244,0.013701,0.051094
staging,pallet_shifted,12,581.594000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,213,1.202607,0.080174,-0.000112,0.011027,0.050932
staging,pallet_shifted,13,581.660000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,213,1.202294,0.080153,0.001477,0.012157,0.050562
staging,pallet_shifted,14,581.726000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,213,1.202655,0.080177,0.001315,0.013627,0.048094
staging,pallet_shifted,15,581.792000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,213,1.202299,0.080153,0.000333,0.011447,0.055591
staging,pallet_shifted,16,581.858000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,213,1.201952,0.080130,0.000160,0.013062,0.052738
staging,pallet_shifted,17,581.924000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,213,1.202141,0.080143,0.000278,0.011368,0.051073
staging,pallet_shifted,18,581.990000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,213,1.202002,0.080133,0.002737,0.013217,0.053972
staging,pallet_shifted,19,582.056000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,213,1.202386,0.080159,0.000418,0.010902,0.051430
staging,pallet_shifted,20,582.122000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,213,1.201864,0.080124,-0.000721,0.011893,0.050876
staging,pallet_shifted,21,582.188000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,213,1.202442,0.080163,-0.002424,0.015032,0.051407
staging,pallet_shifted,22,582.254000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,213,1.202655,0.080177,-0.000914,0.012300,0.053053
staging,pallet_shifted,23,582.320000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,213,1.202109,0.080141,-0.000113,0.011970,0.053697
staging,pallet_shifted,24,582.386000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,213,1.201972,0.080131,-0.001078,0.012541,0.052828
staging,pallet_shifted,25,582.452000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,213,1.202210,0.080147,0.000849,0.013289,0.052004
staging,pallet_shifted,26,582.518000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,213,1.202124,0.080142,0.000407,0.012339,0.051937
staging,pallet_shifted,27,582.584000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,215,1.203696,0.094837,-0.001557,0.012129,0.053520
staging,pallet_shifted,28,582.650000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,213,1.202235,0.080149,0.000609,0.013396,0.051533
staging,pallet_shifted,29,582.716000,none,0,0,2.245000,-0.099987,2.463726,222.508871,389.639656,198.972164,217.023867,0.029440,0.775436,224,389,202,213,1.202117,0.080141,0.000226,0.013105,0.051344
staging,pocket_blocked,0,598.622000,pallet_absent,1,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,,,,,,,,0.013738,0.058595
staging,pocket_blocked,1,598.688000,pallet_absent,1,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,,,,,,,,0.014943,0.056717
staging,pocket_blocked,2,598.754000,pallet_absent,1,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,,,,,,,,0.013769,0.058741
staging,pocket_blocked,3,598.820000,pallet_absent,1,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,,,,,,,,0.013773,0.056826
staging,pocket_blocked,4,598.886000,pallet_absent,1,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,,,,,,,,0.013293,0.058531
staging,pocket_blocked,5,598.952000,pallet_absent,1,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,,,,,,,,0.013078,0.058089
staging,pocket_blocked,6,599.018000,pocket_blocked,1,1,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,212,313,204,221,0.709013,0.119339,0.002246,0.012817,0.052751
staging,pocket_blocked,7,599.084000,pallet_absent,1,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,,,,,,,,0.011450,0.056908
staging,pocket_blocked,8,599.150000,pallet_absent,1,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,,,,,,,,0.012045,0.061807
staging,pocket_blocked,9,599.216000,pallet_absent,1,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,,,,,,,,0.010653,0.055955
staging,pocket_blocked,10,599.282000,pallet_absent,1,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,,,,,,,,0.011152,0.059248
staging,pocket_blocked,11,599.348000,pallet_absent,1,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,,,,,,,,0.018417,0.058436
staging,pocket_blocked,12,599.414000,pallet_absent,1,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,,,,,,,,0.011129,0.059146
staging,pocket_blocked,13,599.480000,pallet_absent,1,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,,,,,,,,0.014126,0.058658
staging,pocket_blocked,14,599.546000,pallet_absent,1,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,,,,,,,,0.013963,0.059407
staging,pocket_blocked,15,599.612000,pocket_blocked,1,1,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,212,313,204,219,0.708896,0.105282,0.002011,0.012831,0.053651
staging,pocket_blocked,16,599.678000,pallet_absent,1,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,,,,,,,,0.013771,0.059815
staging,pocket_blocked,17,599.744000,pocket_blocked,1,1,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,212,313,204,221,0.708961,0.119330,0.001865,0.013173,0.053841
staging,pocket_blocked,18,599.810000,pallet_absent,1,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,,,,,,,,0.011301,0.061202
staging,pocket_blocked,19,599.876000,pallet_absent,1,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,,,,,,,,0.011764,0.063036
staging,pocket_blocked,20,599.942000,pallet_absent,1,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,,,,,,,,0.011728,0.060819
staging,pocket_blocked,21,600.008000,pallet_absent,1,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,,,,,,,,0.013200,0.061926
staging,pocket_blocked,22,600.074000,pocket_blocked,1,1,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,212,313,204,219,0.709266,0.105336,0.002663,0.012476,0.051037
staging,pocket_blocked,23,600.140000,pocket_blocked,1,1,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,212,313,204,221,0.708974,0.119332,0.003389,0.010904,0.054151
staging,pocket_blocked,24,600.206000,pallet_absent,1,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,,,,,,,,0.011869,0.059156
staging,pocket_blocked,25,600.272000,pallet_absent,1,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,,,,,,,,0.011837,0.061971
staging,pocket_blocked,26,600.338000,pallet_absent,1,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,,,,,,,,0.012737,0.058743
staging,pocket_blocked,27,600.404000,pallet_absent,1,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,,,,,,,,0.013118,0.060057
staging,pocket_blocked,28,600.470000,pocket_blocked,1,1,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,212,313,204,221,0.709029,0.119342,-0.005424,0.014695,0.050902
staging,pocket_blocked,29,600.536000,pallet_absent,1,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,,,,,,,,0.013232,0.060879
staging,stringer_in_path,0,616.904000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,213,1.202573,0.080172,-0.002346,0.013742,0.050326
staging,stringer_in_path,1,616.970000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,213,1.202610,0.080174,0.001997,0.012702,0.052364
staging,stringer_in_path,2,617.036000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,213,1.202691,0.080179,-0.001792,0.012183,0.055813
staging,stringer_in_path,3,617.102000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,215,1.203954,0.094857,-0.000251,0.013735,0.052277
staging,stringer_in_path,4,617.168000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,213,1.202610,0.080174,-0.000858,0.016614,0.047954
staging,stringer_in_path,5,617.234000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,213,1.202093,0.080140,-0.002121,0.013555,0.050520
staging,stringer_in_path,6,617.300000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,213,1.202519,0.080168,-0.000823,0.011119,0.051243
staging,stringer_in_path,7,617.366000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,213,1.202450,0.080163,-0.001461,0.012892,0.053286
staging,stringer_in_path,8,617.432000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,213,1.202158,0.080144,-0.000385,0.014710,0.052187
staging,stringer_in_path,9,617.498000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,215,1.204255,0.094881,-0.000962,0.012417,0.052626
staging,stringer_in_path,10,617.564000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,213,1.202094,0.080140,-0.001321,0.011212,0.053703
staging,stringer_in_path,11,617.630000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,213,1.202661,0.080177,-0.001269,0.014025,0.048601
staging,stringer_in_path,12,617.696000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,213,1.202462,0.080164,-0.001552,0.014095,0.050072
staging,stringer_in_path,13,617.762000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,213,1.202418,0.080161,0.000241,0.011461,0.054251
staging,stringer_in_path,14,617.828000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,213,1.202555,0.080170,0.001161,0.011934,0.052470
staging,stringer_in_path,15,617.894000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,213,1.202294,0.080153,-0.000694,0.015473,0.048346
staging,stringer_in_path,16,617.960000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,213,1.202337,0.080156,-0.000326,0.012488,0.051237
staging,stringer_in_path,17,618.026000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,213,1.202569,0.080171,-0.002092,0.012167,0.054095
staging,stringer_in_path,18,618.092000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,213,1.202307,0.080154,-0.001432,0.012814,0.051869
staging,stringer_in_path,19,618.158000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,213,1.202191,0.080146,-0.000979,0.017496,0.049507
staging,stringer_in_path,20,618.224000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,215,1.203936,0.094856,-0.001013,0.013238,0.053900
staging,stringer_in_path,21,618.290000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,213,1.202255,0.080150,0.000365,0.011238,0.053308
staging,stringer_in_path,22,618.356000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,213,1.202554,0.080170,0.001999,0.012756,0.053123
staging,stringer_in_path,23,618.422000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,213,1.202542,0.080169,-0.000388,0.015093,0.048903
staging,stringer_in_path,24,618.488000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,213,1.202402,0.080160,-0.000346,0.011676,0.055732
staging,stringer_in_path,25,618.554000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,213,1.202266,0.080151,-0.000338,0.011176,0.052793
staging,stringer_in_path,26,618.620000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,213,1.202723,0.080182,-0.001094,0.013204,0.052047
staging,stringer_in_path,27,618.686000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,213,1.202805,0.080187,-0.000731,0.014107,0.050997
staging,stringer_in_path,28,618.752000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,213,1.202497,0.080166,-0.000897,0.010612,0.053466
staging,stringer_in_path,29,618.818000,none,0,0,2.245000,-0.399987,2.463727,180.726231,347.856948,198.972102,217.023800,0.029440,0.775436,182,347,202,213,1.202862,0.080191,-0.002118,0.012505,0.055752
approach_1.50m,clean,0,639.476000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208858,0.080591,-0.001275,0.014554,0.046890
approach_1.50m,clean,1,639.542000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,256,273,1.207310,0.091219,-0.001411,0.011808,0.048202
approach_1.50m,clean,2,639.608000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208633,0.080576,-0.002364,0.011246,0.052797
approach_1.50m,clean,3,639.674000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208801,0.080587,0.000404,0.011870,0.048868
approach_1.50m,clean,4,639.740000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,256,273,1.207082,0.091202,-0.001667,0.011516,0.046603
approach_1.50m,clean,5,639.806000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.209144,0.080610,-0.002979,0.012235,0.047905
approach_1.50m,clean,6,639.872000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208757,0.080584,-0.000993,0.011555,0.047552
approach_1.50m,clean,7,639.938000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208652,0.080577,-0.002776,0.012386,0.045487
approach_1.50m,clean,8,640.004000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.209051,0.080603,-0.000769,0.011175,0.047716
approach_1.50m,clean,9,640.070000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208854,0.080590,-0.000386,0.015227,0.045934
approach_1.50m,clean,10,640.136000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.209053,0.080604,-0.001937,0.010806,0.047776
approach_1.50m,clean,11,640.202000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208579,0.080572,-0.001963,0.012281,0.045111
approach_1.50m,clean,12,640.268000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208965,0.080598,-0.001747,0.012138,0.050581
approach_1.50m,clean,13,640.334000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208897,0.080593,-0.002239,0.011238,0.048586
approach_1.50m,clean,14,640.400000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,256,273,1.207159,0.091208,-0.001589,0.012821,0.046972
approach_1.50m,clean,15,640.466000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.209052,0.080603,-0.000961,0.010420,0.049121
approach_1.50m,clean,16,640.532000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208935,0.080596,-0.002431,0.012462,0.047582
approach_1.50m,clean,17,640.598000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.209154,0.080610,-0.001605,0.011519,0.049309
approach_1.50m,clean,18,640.664000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208774,0.080585,-0.000812,0.014790,0.046567
approach_1.50m,clean,19,640.730000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.209126,0.080608,0.000438,0.011838,0.049912
approach_1.50m,clean,20,640.796000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.209003,0.080600,-0.002409,0.014127,0.045498
approach_1.50m,clean,21,640.862000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208474,0.080565,-0.003173,0.011857,0.048748
approach_1.50m,clean,22,640.928000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.209277,0.080618,-0.000785,0.012732,0.048088
approach_1.50m,clean,23,640.994000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208944,0.080596,-0.000247,0.012576,0.048682
approach_1.50m,clean,24,641.060000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208758,0.080584,-0.001819,0.011050,0.047963
approach_1.50m,clean,25,641.126000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.208911,0.080594,-0.000590,0.012588,0.049898
approach_1.50m,clean,26,641.192000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.209114,0.080608,-0.001194,0.013243,0.048629
approach_1.50m,clean,27,641.258000,none,0,0,1.499620,-0.399990,1.818210,130.124567,357.977447,254.831582,277.010926,0.049313,0.749919,132,357,258,273,1.209303,0.080620,-0.001909,0.017073,0.044425
