cycle,k,stamp,wall,regime,reason,abort,truth_x,truth_y,truth_yaw,cam_range_m,valid_frac,seg_ok,refused,candidates,in_window,inlier_frac,roi_u0,roi_u1,roi_v0,roi_v1,seg_width_m,seg_height_m,seg_yaw_rad,num_retries,dock_state,retry_joined,pallet_readback_ok,pallet_moved_m,countable,t_classify_s,mast_q_m,mast_stamp,mask_stale,tag_u,tag_v,tag_range_m,tag_face_range_m,tag_lateral_m,tag_z_m,tag_stale,reason_wired,abort_wired,seg_ok_wired,refused_wired,seg_width_wired_m,seg_yaw_wired_rad,t_classify_wired_s
0,27,105.140000,7.998423,approach,none,0,6.989868,5.907068,1.558814,1.577068,0.748206,1,,5,4012,0.984615,126,361,266,283,1.209846,0.087521,-0.016167,0,3,1,1,0.000000,1,0.060475,-0.000000,105.438000,0,,,,,,,,none,0,1,,1.209846,-0.016167,0.063303
0,28,105.404000,8.248064,approach,none,0,6.984151,5.845333,1.568111,1.515333,0.748516,1,,5,4348,0.982085,124,365,272,291,1.198912,0.094520,-0.025666,0,3,1,1,0.000000,1,0.042674,-0.000000,105.682000,0,,,,,,,,none,0,1,,1.198912,-0.025666,0.066144
0,29,105.470000,8.460233,approach,none,0,6.981885,5.820663,1.572123,1.490663,0.748662,1,,5,4432,0.983471,124,367,274,293,1.198097,0.093678,-0.027789,0,3,1,1,0.000000,1,0.059800,-0.000000,105.798000,1,,,,,,,,none,0,1,,1.198097,-0.027789,0.000002
0,30,105.668000,8.643613,approach,none,0,6.977530,5.771341,1.580476,1.441341,0.748796,1,,5,4714,0.985623,120,371,280,299,1.205420,0.091247,-0.032962,0,3,1,1,0.000000,1,0.059753,-0.000000,105.982000,1,,,,,,,,none,0,1,,1.205420,-0.032962,0.000002
0,31,105.866000,8.827625,approach,none,0,6.973499,5.722041,1.588974,1.392041,0.749222,1,,4,5033,0.995413,118,373,286,307,1.193573,0.098294,-0.038965,0,3,1,1,0.000000,1,0.061672,-0.000000,106.166000,0,,,,,,,,none,0,1,,1.193573,-0.038965,0.072531
0,32,106.130000,9.085916,approach,none,0,6.970599,5.660261,1.596986,1.330261,0.749844,1,,4,5480,0.990991,112,379,296,317,1.205030,0.094778,-0.045235,0,3,1,1,0.000000,1,0.065639,-0.000000,106.426000,0,,,,,,,,none,0,1,,1.205030,-0.045235,0.073661
0,33,106.394000,9.361701,approach,none,0,6.968524,5.598348,1.604320,1.268348,0.750166,1,,4,5991,0.992948,106,383,304,329,1.203032,0.108577,-0.050174,0,3,1,1,0.000000,1,0.064477,-0.000000,106.700000,1,,,,,,,,none,0,1,,1.203032,-0.050174,0.000002
0,34,106.592000,9.568021,approach,none,0,6.966976,5.536382,1.611340,1.206382,0.750648,0,candidate_falls_away_like_a_floor,3,1619,1.000000,,,,,,,,0,3,1,1,0.000000,1,0.074199,-0.000000,106.906000,1,,,,,,,,none,0,1,,1.200012,-0.051268,0.000002
0,35,106.856000,9.788487,close,pallet_absent,1,6.966464,5.486753,1.616210,1.156753,0.751410,0,face_width_not_pallet_sized,2,2548,1.000000,,,,,,,,0,3,1,1,0.000000,1,0.077145,-0.000000,107.128000,0,,,,,,,,none,0,1,,1.199436,-0.056771,0.073281
0,36,107.120000,10.086730,close,pallet_absent,1,6.967796,5.412244,1.620573,1.082244,0.751755,0,face_width_not_pallet_sized,2,2727,1.000000,,,,,,,,0,3,1,1,0.000000,1,0.071820,-0.000000,107.426000,1,,,,,,,,none,0,1,,1.200641,-0.053192,0.000002
0,37,107.318000,10.295950,close,pallet_absent,1,6.969138,5.362518,1.622869,1.032518,0.752334,0,face_width_not_pallet_sized,2,2843,1.000000,,,,,,,,0,3,1,1,0.000000,1,0.068533,-0.000000,107.634000,1,,,,,,,,none,0,1,,1.199320,-0.049668,0.000002
0,38,107.582000,10.504892,close,pallet_absent,1,6.970296,5.312872,1.625482,0.982872,0.753027,0,face_width_not_pallet_sized,2,2990,1.000000,,,,,,,,0,3,1,1,0.000000,1,0.068665,-0.000000,107.844000,0,,,,,,,,none,0,1,,1.196421,-0.044315,0.071663
0,39,107.846000,10.787736,close,pallet_absent,1,6.972174,5.247603,1.622858,0.917603,0.753389,0,face_width_not_pallet_sized,2,3103,1.000000,,,,,,,,0,3,1,1,0.000000,1,0.069537,-0.000000,108.128000,0,,,,,,,,none,0,1,,1.211167,-0.036230,0.069238
0,40,108.110000,11.066318,close,none,0,6.974345,5.200316,1.617805,0.870316,0.754180,0,face_width_not_pallet_sized,2,3246,1.000000,,,,,,,,0,3,1,1,0.000000,1,0.071230,-0.000000,108.406000,0,,,,,,,,none,0,1,,1.201667,-0.021979,0.070005
0,41,108.374000,11.346959,close,pallet_absent,1,6.976806,5.148221,1.611191,0.818221,0.755068,0,face_width_not_pallet_sized,2,3459,1.000000,,,,,,,,0,3,1,1,0.000000,1,0.051687,-0.000000,108.686000,1,,,,,,,,none,0,1,,1.201031,-0.009870,0.000002
0,42,108.506000,11.535297,close,pallet_absent,1,6.978389,5.131583,1.607578,0.801583,0.755166,0,face_width_not_pallet_sized,2,3572,1.000000,,,,,,,,0,3,1,1,0.000000,1,0.075983,-0.000000,108.774000,0,,,,,,,,none,0,0,face_width_not_pallet_sized,,,0.073813
0,43,108.770000,11.847172,close,pallet_absent,1,6.985362,5.083161,1.592225,0.753161,0.756208,0,face_width_not_pallet_sized,2,3821,1.000000,,,,,,,,0,3,1,1,0.000000,1,0.079938,-0.000000,109.086000,1,,,,,,,,none,0,0,face_width_not_pallet_sized,,,0.000002
0,44,109.034000,12.104614,close,pallet_absent,1,6.990412,5.040773,1.580883,0.710773,0.756862,0,face_width_not_pallet_sized,2,4034,1.000000,,,,,,,,0,3,1,1,0.000000,1,0.073190,-0.000000,109.342000,1,,,,,,,,none,0,0,candidate_falls_away_like_a_floor,,,0.000002
1,0,124.874000,1.948094,staging,none,0,7.000000,6.575000,1.570796,2.245000,0.775436,1,,6,1730,0.977654,182,347,202,213,1.202616,0.080174,0.000363,0,3,1,1,0.000830,1,0.063062,-0.000000,123.318000,1,,,,,,,,none,0,1,,1.202616,0.000363,0.000002
1,1,125.072000,2.141803,staging,none,0,7.000000,6.575000,1.570796,2.245000,0.775436,1,,6,1733,0.977273,182,347,202,213,1.202282,0.080152,-0.002759,0,3,1,1,0.000830,1,0.044257,-0.000000,125.336000,0,,,,,,,,none,0,1,,1.202282,-0.002759,0.066353
1,2,125.138000,2.368525,staging,none,0,7.000000,6.575000,1.570796,2.245000,0.775436,1,,6,1734,0.977716,182,347,202,213,1.202512,0.080167,-0.001518,0,3,1,1,0.000830,1,0.068638,-0.000000,125.466000,1,,,,,,,,none,0,1,,1.202512,-0.001518,0.000002
1,3,125.402000,2.574032,staging,none,0,7.000000,6.575000,1.570796,2.245000,0.775436,1,,6,1735,0.975069,182,347,202,213,1.202365,0.080158,-0.000445,0,3,1,1,0.000830,1,0.064299,-0.000000,125.670000,0,,,,,,,,none,0,1,,1.202365,-0.000445,0.065446
1,4,125.666000,2.837924,staging,none,0,7.000000,6.575000,1.570796,2.245000,0.775436,1,,6,1734,0.977901,182,347,202,213,1.202305,0.080154,0.000207,0,3,1,1,0.000830,1,0.065631,-0.000000,125.934000,0,,,,,,,,none,0,1,,1.202305,0.000207,0.069950
1,5,125.930000,3.107742,staging,none,0,7.000000,6.575000,1.570796,2.245000,0.775436,1,,6,1732,0.977337,182,347,202,213,1.202219,0.080148,-0.001603,0,3,1,1,0.000830,1,0.063289,-0.000000,126.204000,0,,,,,,,,none,0,1,,1.202219,-0.001603,0.065873
1,6,126.194000,3.376013,staging,none,0,7.000000,6.575000,1.570796,2.245000,0.775436,1,,6,1734,0.980170,182,347,202,213,1.202773,0.080185,-0.001083,0,3,1,1,0.000830,1,0.065568,-0.000000,126.474000,0,,,,,,,,none,0,1,,1.202773,-0.001083,0.064164
1,7,126.458000,3.639351,staging,none,0,7.000000,6.575000,1.570796,2.245000,0.775436,1,,6,1736,0.975275,182,347,202,215,1.204303,0.094884,0.000032,0,3,1,1,0.000830,1,0.066126,-0.000000,126.736000,0,,,,,,,,none,0,1,,1.204303,0.000032,0.065679
1,8,126.722000,3.921964,staging,none,0,7.000000,6.575000,1.570796,2.245000,0.775436,1,,6,1733,0.977716,182,347,202,213,1.202181,0.080145,0.000902,0,3,1,1,0.000830,1,0.071113,-0.000000,127.018000,0,,,,,,,,none,0,1,,1.202181,0.000902,0.064036
1,9,126.986000,4.185287,staging,none,0,7.000000,6.575000,1.570796,2.245000,0.775436,1,,6,1734,0.980556,182,347,202,215,1.204318,0.094886,-0.000646,0,3,1,1,0.000830,1,0.067003,-0.000000,127.282000,0,,,,,,,,none,0,1,,1.204318,-0.000646,0.065016
1,10,127.250000,4.442497,staging,none,0,7.000000,6.575000,1.570796,2.245000,0.775479,1,,6,1741,0.966867,180,347,202,213,1.212796,0.079885,0.000344,0,3,1,1,0.000830,1,0.065222,-0.000000,127.540000,0,,,,,,,,none,0,1,,1.212796,0.000344,0.066286
1,11,127.514000,4.704258,staging,none,0,7.000000,6.575000,1.570796,2.245000,0.775573,1,,6,1821,0.978495,178,345,204,215,1.203395,0.079266,0.003837,0,3,1,1,0.000830,1,0.062650,-0.000000,127.802000,0,,,,,,,,none,0,1,,1.203395,0.003837,0.061809
1,12,127.778000,4.956594,staging,none,0,6.999900,6.573785,1.570739,2.243785,0.776292,1,,6,1847,0.969101,174,343,206,217,1.200922,0.078167,0.008543,0,3,1,1,0.000830,1,0.070163,-0.000000,128.054000,0,,,,,,,,none,0,1,,1.200922,0.008543,0.063905
1,13,127.976000,5.211913,staging,none,0,7.000428,6.560992,1.569108,2.230992,0.776559,1,,5,1917,0.969863,170,343,208,221,1.213798,0.091210,0.015608,0,3,1,1,0.000830,1,0.048608,-0.000000,128.280000,1,,,,,,,,none,0,1,,1.213798,0.015608,0.000002
1,14,128.108000,5.396478,staging,none,0,7.001285,6.552175,1.567442,2.222175,0.776361,1,,5,1965,0.975610,168,341,210,223,1.201719,0.090303,0.018946,0,3,1,1,0.000830,1,0.072746,-0.000000,128.394000,0,,,,,,,,none,0,1,,1.201719,0.018946,0.071923
1,15,128.372000,5.686332,staging,none,0,7.004821,6.513068,1.560346,2.183068,0.775195,1,,5,2081,0.976864,164,341,212,225,1.200109,0.088144,0.017687,0,3,1,1,0.000830,1,0.068553,-0.000000,128.684000,1,,,,,,,,none,0,1,,1.200109,0.017687,0.000002
1,16,128.570000,5.892010,staging,none,0,7.006791,6.477393,1.555719,2.147393,0.773366,1,,5,2154,0.987113,162,343,216,229,1.208071,0.086768,0.018314,0,3,1,1,0.000830,1,0.066386,-0.000000,128.890000,1,,,,,,,,none,0,1,,1.208071,0.018314,0.000003
1,17,128.768000,6.097541,staging,none,0,7.007875,6.436683,1.552268,2.106683,0.770882,1,,5,2240,0.977330,160,343,220,233,1.200198,0.085260,0.013133,0,3,1,1,0.000830,1,0.066805,-0.000000,129.094000,1,,,,,,,,none,0,1,,1.200198,0.013133,0.000002
1,18,129.032000,6.308101,staging,none,0,7.007686,6.392724,1.550783,2.062724,0.768177,1,,5,2392,0.973039,156,345,224,237,1.207873,0.083081,0.013336,0,3,1,1,0.000830,1,0.064857,-0.000000,129.304000,0,,,,,,,,none,0,1,,1.207873,0.013336,0.071708
1,19,129.296000,6.585505,approach,none,0,7.004846,6.323200,1.553044,1.993200,0.765042,1,,5,2586,0.984375,152,347,228,243,1.213539,0.093349,0.011471,0,3,1,1,0.000830,1,0.061451,-0.000000,129.584000,0,,,,,,,,none,0,1,,1.213539,0.011471,0.061877
1,20,129.560000,6.830904,approach,none,0,7.001745,6.263382,1.556602,1.933382,0.761273,1,,5,2718,0.980306,150,349,234,247,1.204775,0.078704,0.007131,0,3,1,1,0.000830,1,0.062192,-0.000000,129.826000,0,,,,,,,,none,0,1,,1.204775,0.007131,0.055129
1,21,129.758000,7.067226,approach,none,0,7.000770,6.202505,1.557153,1.872505,0.758314,1,,5,2881,0.973737,146,349,238,253,1.205044,0.089043,0.004538,0,3,1,1,0.000830,1,0.061146,-0.000000,130.066000,1,,,,,,,,none,0,1,,1.205044,0.004538,0.000002
1,22,129.956000,7.245009,approach,none,0,6.999684,6.165687,1.558310,1.835687,0.755534,1,,5,3030,0.971717,144,351,242,255,1.200720,0.075408,0.001192,0,3,1,1,0.000830,1,0.059656,-0.000000,130.242000,0,,,,,,,,none,0,1,,1.200720,0.001192,0.056930
1,23,130.154000,7.473141,approach,none,0,6.996925,6.104068,1.561894,1.774068,0.753350,1,,5,3213,0.984064,140,353,246,261,1.208669,0.085118,-0.000599,0,3,1,1,0.000830,1,0.053702,-0.000000,130.470000,1,,,,,,,,none,0,1,,1.208669,-0.000599,0.000002
1,24,130.352000,7.641774,approach,none,0,6.995465,6.066962,1.564006,1.736962,0.751777,1,,5,3421,0.981481,136,355,250,265,1.213868,0.083142,-0.001722,0,3,1,1,0.000830,1,0.058645,-0.000000,130.640000,0,,,,,,,,none,0,1,,1.213868,-0.001722,0.060914
1,25,130.550000,7.878157,approach,none,0,6.993041,6.004989,1.567811,1.674989,0.750104,1,,5,3532,0.980216,134,357,254,271,1.208075,0.092095,-0.002653,0,3,1,1,0.000830,1,0.054164,-0.000000,130.876000,1,,,,,,,,none,0,1,,1.208075,-0.002653,0.000002
1,26,130.748000,8.053679,approach,none,0,6.991910,5.967743,1.569713,1.637743,0.749105,1,,5,3770,0.984155,130,357,260,275,1.200512,0.079329,-0.005482,0,3,1,1,0.000830,1,0.062572,-0.000000,131.052000,1,,,,,,,,none,0,1,,1.200512,-0.005482,0.000002
1,27,130.946000,8.230081,approach,none,0,6.991232,5.918017,1.571059,1.588017,0.748633,1,,5,4025,0.991334,126,359,266,281,1.204167,0.077522,-0.008532,0,3,1,1,0.000830,1,0.047952,-0.000000,131.222000,0,,,,,,,,none,0,1,,1.204167,-0.008532,0.065004
1,28,131.078000,8.456343,approach,none,0,6.990957,5.893136,1.571683,1.563136,0.748477,1,,5,4181,0.986755,122,361,268,285,1.213432,0.086311,-0.010304,0,3,1,1,0.000830,1,0.066321,-0.000000,131.352000,0,,,,,,,,none,0,1,,1.213432,-0.010304,0.061798
1,29,131.342000,8.715992,approach,none,0,6.989240,5.818483,1.575043,1.488483,0.748783,1,,5,4517,0.987076,118,363,276,293,1.201934,0.083400,-0.011923,0,3,1,1,0.000830,1,0.062328,-0.000000,131.612000,0,,,,,,,,none,0,1,,1.201934,-0.011923,0.067585
1,30,131.606000,8.976555,approach,none,0,6.988693,5.756231,1.576728,1.426231,0.749118,1,,5,4889,0.987578,112,365,284,303,1.199810,0.090104,-0.015377,0,3,1,1,0.000830,1,0.066797,-0.000000,131.872000,0,,,,,,,,none,0,1,,1.199810,-0.015377,0.071066
1,31,131.870000,9.245098,approach,none,0,6.987381,5.693992,1.579872,1.363992,0.749759,1,,5,5317,0.989537,104,369,294,311,1.211320,0.077707,-0.017074,0,3,1,1,0.000830,1,0.066834,-0.000000,132.142000,0,,,,,,,,none,0,1,,1.211320,-0.017074,0.068710
1,32,132.134000,9.509820,approach,none,0,6.986237,5.619298,1.583429,1.289298,0.750244,1,,4,5808,0.995677,98,371,302,323,1.202211,0.092478,-0.019620,0,3,1,1,0.000830,1,0.066735,-0.000000,132.406000,0,,,,,,,,none,0,1,,1.202211,-0.019620,0.070914
1,33,132.398000,9.777706,approach,stringer_in_path,1,6.985371,5.557047,1.586559,1.227047,0.750840,1,,4,6432,0.914103,90,373,314,333,1.198908,0.080492,-0.021348,0,3,1,1,0.000830,1,0.068227,-0.000000,132.674000,0,,,,,,,,none,0,1,,1.198908,-0.021348,0.070370
1,34,132.662000,10.044225,close,none,0,6.985314,5.494773,1.588655,1.164773,0.751582,0,face_width_not_pallet_sized,2,2560,1.000000,,,,,,,,0,3,1,1,0.000830,1,0.068984,-0.000000,132.942000,0,,,,,,,,none,0,1,,1.198597,-0.024953,0.068617
1,35,132.926000,10.315099,close,none,0,6.985715,5.420021,1.590633,1.090021,0.752041,0,face_width_not_pallet_sized,2,2741,1.000000,,,,,,,,0,3,1,1,0.000830,1,0.074634,-0.000000,133.212000,0,,,,,,,,none,0,1,,1.210794,-0.019703,0.067112
1,36,133.190000,10.598022,close,pallet_absent,1,6.985750,5.357733,1.592866,1.027733,0.752852,0,face_width_not_pallet_sized,2,2883,1.000000,,,,,,,,0,3,1,1,0.000830,1,0.077523,-0.000000,133.494000,1,,,,,,,,none,0,1,,1.206813,-0.012228,0.000002
1,37,133.388000,10.814741,close,pallet_absent,1,6.986858,5.296039,1.592954,0.966039,0.753483,0,face_width_not_pallet_sized,2,3061,1.000000,,,,,,,,0,3,1,1,0.000830,1,0.073418,-0.000000,133.712000,1,,,,,,,,none,0,1,,1.204693,-0.011290,0.000002
1,38,133.652000,11.037982,close,pallet_absent,1,6.988045,5.252277,1.589612,0.922277,0.754033,0,face_width_not_pallet_sized,2,3220,1.000000,,,,,,,,0,3,1,1,0.000830,1,0.079548,-0.000000,133.936000,0,,,,,,,,none,0,0,face_width_not_pallet_sized,,,0.069149
1,39,133.850000,11.331567,close,pallet_absent,1,6.990038,5.211127,1.584606,0.881127,0.754827,0,candidate_falls_away_like_a_floor,3,760,1.000000,,,,,,,,0,3,1,1,0.000830,1,0.085267,-0.000000,134.136000,0,,,,,,,,pallet_absent,1,0,face_width_not_pallet_sized,,,0.078950
1,40,134.180000,11.671126,close,pallet_absent,1,6.991300,5.132686,1.582490,0.802686,0.756032,0,face_width_not_pallet_sized,2,3732,1.000000,,,,,,,,0,3,1,1,0.000830,1,0.074389,-0.000000,134.466000,0,,,,,,,,none,0,0,candidate_falls_away_like_a_floor,,,0.067034
1,41,134.444000,11.962456,close,pallet_absent,1,6.993228,5.061630,1.580096,0.731630,0.757119,0,too_few_points_in_window,4,36,,,,,,,,,0,3,1,1,0.000830,1,0.082218,-0.000000,134.758000,1,,,,,,,,none,0,0,candidate_falls_away_like_a_floor,,,0.000002
