wall_utc,EStopDemand,ZoneStopDemand,SafetyResetRequired,DriveModeActive,ModeApplied,MotionEnable,SpeedCeiling,TeleopActive,TractionSpeedRef,LinearSpeed,EquipmentPermit,ProcessStopActive,hmi_reset_req,hmi_teleop_req,hmi_traction_req,hmi_mode_req
2026-08-07T10:46:53.845+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,-0.7297499318186373,1
2026-08-07T10:46:54.095+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,-0.4097498992665507,1
2026-08-07T10:46:54.346+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,0.10225007143657139,1
2026-08-07T10:46:54.595+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,-0.11375052019760346,1
2026-08-07T10:46:54.844+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,-0.11375052019760346,1
2026-08-07T10:46:55.087+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,-0.11375052019760346,1
2026-08-07T10:46:55.334+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,-0.11375052019760346,1
2026-08-07T10:46:55.579+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,-0.11375052019760346,1
2026-08-07T10:46:55.821+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,-0.11375052019760346,1
2026-08-07T10:46:56.062+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,-0.11375052019760346,1
2026-08-07T10:46:56.306+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,-0.11375052019760346,1
2026-08-07T10:46:56.555+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,-0.11375052019760346,1
2026-08-07T10:46:56.800+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,0.9102502350108068,1
2026-08-07T10:46:57.045+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,0.9102502350108068,1
2026-08-07T10:46:57.295+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,0.6782498858896775,1
2026-08-07T10:46:57.554+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,-0.04974986264545311,1
2026-08-07T10:46:57.804+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,0.8542500665537585,1
2026-08-07T10:46:58.049+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,1.0,1
2026-08-07T10:46:58.295+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,1.0,1
2026-08-07T10:46:58.547+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,1.0,1
2026-08-07T10:46:58.796+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,1.0,1
2026-08-07T10:46:59.043+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,0.0,1
2026-08-07T10:46:59.290+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,0.0,1
2026-08-07T10:46:59.532+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,True,True,0.0,1
2026-08-07T10:46:59.776+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,True,True,0.0,1
2026-08-07T10:47:00.025+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,True,True,0.0,1
2026-08-07T10:47:00.271+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,True,True,0.0,1
2026-08-07T10:47:00.515+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,True,True,0.0,1
2026-08-07T10:47:00.760+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,True,True,0.0,1
2026-08-07T10:47:01.006+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,True,True,0.0,1
2026-08-07T10:47:01.253+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,True,True,0.0,1
2026-08-07T10:47:01.495+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,True,True,0.0,1
2026-08-07T10:47:01.749+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,True,True,0.0,1
2026-08-07T10:47:01.999+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,0.0,1
2026-08-07T10:47:02.243+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,True,True,0.0,1
2026-08-07T10:47:02.493+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,True,True,0.0,1
2026-08-07T10:47:02.734+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,True,True,0.0,1
2026-08-07T10:47:02.987+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,True,True,0.0,1
2026-08-07T10:47:03.233+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,True,True,0.0,1
2026-08-07T10:47:03.481+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,True,True,0.0,1
2026-08-07T10:47:03.727+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,0.0,1
2026-08-07T10:47:03.985+00:00,False,False,False,0,0,False,0.0,False,0.0,0.0,True,False,False,True,0.0,1
