case,expected,reason,exact,range_m,seed,t_classify_s
rotated_pos,pallet_rotated,pallet_rotated,1,2.245,0,0.05635120000079041
rotated_pos,pallet_rotated,pallet_rotated,1,2.245,1,0.057066800000029616
rotated_pos,pallet_rotated,pallet_rotated,1,2.245,2,0.046479899996484164
rotated_pos,pallet_rotated,pallet_rotated,1,2.245,3,0.05288309999741614
rotated_pos,pallet_rotated,pallet_rotated,1,2.245,4,0.07038350000220817
rotated_pos,pallet_rotated,pallet_rotated,1,2.245,5,0.05060490000323625
rotated_pos,pallet_rotated,pallet_rotated,1,2.245,6,0.06306530000438215
rotated_pos,pallet_rotated,pallet_rotated,1,2.245,7,0.06862340000225231
rotated_pos,pallet_rotated,pallet_rotated,1,2.245,8,0.050919000001158565
rotated_pos,pallet_rotated,pallet_rotated,1,2.245,9,0.05023339999752352
rotated_pos,pallet_rotated,pallet_rotated,1,1.5,0,0.05556350000551902
rotated_pos,pallet_rotated,pallet_rotated,1,1.5,1,0.04705669999384554
rotated_pos,pallet_rotated,pallet_rotated,1,1.5,2,0.0674455999978818
rotated_pos,pallet_rotated,pallet_rotated,1,1.5,3,0.059453199995914474
rotated_pos,pallet_rotated,pallet_rotated,1,1.5,4,0.04868960000021616
rotated_pos,pallet_rotated,pallet_rotated,1,1.5,5,0.04855140000290703
rotated_pos,pallet_rotated,pallet_rotated,1,1.5,6,0.06877109999913955
rotated_pos,pallet_rotated,pallet_rotated,1,1.5,7,0.07129600000189384
rotated_pos,pallet_rotated,pallet_rotated,1,1.5,8,0.054197400000703055
rotated_pos,pallet_rotated,pallet_rotated,1,1.5,9,0.0537590999956592
rotated_pos,pallet_rotated,pallet_rotated,1,1.0,0,0.04903840000042692
rotated_pos,pallet_rotated,pallet_rotated,1,1.0,1,0.0820869999952265
rotated_pos,pallet_rotated,pallet_rotated,1,1.0,2,0.05288569999538595
rotated_pos,pallet_rotated,pallet_rotated,1,1.0,3,0.06423670000367565
rotated_pos,pallet_rotated,pallet_rotated,1,1.0,4,0.05192140000144718
rotated_pos,pallet_rotated,pallet_rotated,1,1.0,5,0.05735319999803323
rotated_pos,pallet_rotated,pallet_rotated,1,1.0,6,0.06167239999922458
rotated_pos,pallet_rotated,pallet_rotated,1,1.0,7,0.05074909999530064
rotated_pos,pallet_rotated,pallet_rotated,1,1.0,8,0.060084199998527765
rotated_pos,pallet_rotated,pallet_rotated,1,1.0,9,0.05540409999957774
rotated_neg,pallet_rotated,pallet_rotated,1,2.245,0,0.05724510000436567
rotated_neg,pallet_rotated,pallet_rotated,1,2.245,1,0.06079399999725865
rotated_neg,pallet_rotated,pallet_rotated,1,2.245,2,0.06419179999647895
rotated_neg,pallet_rotated,pallet_rotated,1,2.245,3,0.04808700000285171
rotated_neg,pallet_rotated,pallet_rotated,1,2.245,4,0.04869499999767868
rotated_neg,pallet_rotated,pallet_rotated,1,2.245,5,0.0698735999976634
rotated_neg,pallet_rotated,pallet_rotated,1,2.245,6,0.057284599999547936
rotated_neg,pallet_rotated,pallet_rotated,1,2.245,7,0.05557960000442108
rotated_neg,pallet_rotated,pallet_rotated,1,2.245,8,0.057720799995877314
rotated_neg,pallet_rotated,pallet_rotated,1,2.245,9,0.051671699999133125
rotated_neg,pallet_rotated,pallet_rotated,1,1.5,0,0.055116700001235586
rotated_neg,pallet_rotated,pallet_rotated,1,1.5,1,0.051657000003615394
rotated_neg,pallet_rotated,pallet_rotated,1,1.5,2,0.050161700004537124
rotated_neg,pallet_rotated,pallet_rotated,1,1.5,3,0.061600900000485126
rotated_neg,pallet_rotated,pallet_rotated,1,1.5,4,0.052714000004925765
rotated_neg,pallet_rotated,pallet_rotated,1,1.5,5,0.05557580000458984
rotated_neg,pallet_rotated,pallet_rotated,1,1.5,6,0.051604499996756203
rotated_neg,pallet_rotated,pallet_rotated,1,1.5,7,0.05507519999810029
rotated_neg,pallet_rotated,pallet_rotated,1,1.5,8,0.06443160000344506
rotated_neg,pallet_rotated,pallet_rotated,1,1.5,9,0.06966239999746904
rotated_neg,pallet_rotated,pallet_rotated,1,1.0,0,0.04473829999915324
rotated_neg,pallet_rotated,pallet_rotated,1,1.0,1,0.04492809999646852
rotated_neg,pallet_rotated,pallet_rotated,1,1.0,2,0.0511767999996664
rotated_neg,pallet_rotated,pallet_rotated,1,1.0,3,0.04412820000288775
rotated_neg,pallet_rotated,pallet_rotated,1,1.0,4,0.05295579999801703
rotated_neg,pallet_rotated,pallet_rotated,1,1.0,5,0.04797829999733949
rotated_neg,pallet_rotated,pallet_rotated,1,1.0,6,0.05006149999826448
rotated_neg,pallet_rotated,pallet_rotated,1,1.0,7,0.051121800002874807
rotated_neg,pallet_rotated,pallet_rotated,1,1.0,8,0.06333750000339933
rotated_neg,pallet_rotated,pallet_rotated,1,1.0,9,0.057739100004255306
pockets_filled,pocket_blocked,pocket_blocked,1,2.245,0,0.056178899998485576
pockets_filled,pocket_blocked,pocket_blocked,1,2.245,1,0.049525599999469705
pockets_filled,pocket_blocked,pocket_blocked,1,2.245,2,0.052634200001193676
pockets_filled,pocket_blocked,pocket_blocked,1,2.245,3,0.05637580000620801
pockets_filled,pocket_blocked,pocket_blocked,1,2.245,4,0.05537770000228193
pockets_filled,pocket_blocked,pocket_blocked,1,2.245,5,0.05176470000151312
pockets_filled,pocket_blocked,pocket_blocked,1,2.245,6,0.052740999999514315
pockets_filled,pocket_blocked,pocket_blocked,1,2.245,7,0.059036799997556955
pockets_filled,pocket_blocked,pocket_blocked,1,2.245,8,0.0499984999987646
pockets_filled,pocket_blocked,pocket_blocked,1,2.245,9,0.06196310000086669
pockets_filled,pocket_blocked,pocket_blocked,1,1.5,0,0.051045100000919774
pockets_filled,pocket_blocked,pocket_blocked,1,1.5,1,0.05750360000092769
pockets_filled,pocket_blocked,pocket_blocked,1,1.5,2,0.0534678999974858
pockets_filled,pocket_blocked,pocket_blocked,1,1.5,3,0.05520029999752296
pockets_filled,pocket_blocked,pocket_blocked,1,1.5,4,0.06154699999751756
pockets_filled,pocket_blocked,pocket_blocked,1,1.5,5,0.06114550000347663
pockets_filled,pocket_blocked,pocket_blocked,1,1.5,6,0.0503928000034648
pockets_filled,pocket_blocked,pocket_blocked,1,1.5,7,0.05308500000683125
pockets_filled,pocket_blocked,pocket_blocked,1,1.5,8,0.06317069999931846
pockets_filled,pocket_blocked,pocket_blocked,1,1.5,9,0.05532320000202162
pockets_filled,pocket_blocked,pocket_blocked,1,1.0,0,0.06285560000105761
pockets_filled,pocket_blocked,pocket_blocked,1,1.0,1,0.06566489999386249
pockets_filled,pocket_blocked,pocket_blocked,1,1.0,2,0.06431549999979325
pockets_filled,pocket_blocked,pocket_blocked,1,1.0,3,0.05459759999939706
pockets_filled,pocket_blocked,pocket_blocked,1,1.0,4,0.054514799994649366
pockets_filled,pocket_blocked,pocket_blocked,1,1.0,5,0.08471640000061598
pockets_filled,pocket_blocked,pocket_blocked,1,1.0,6,0.08088370000041323
pockets_filled,pocket_blocked,pocket_blocked,1,1.0,7,0.06208100000367267
pockets_filled,pocket_blocked,pocket_blocked,1,1.0,8,0.05937909999920521
pockets_filled,pocket_blocked,pocket_blocked,1,1.0,9,0.05848050000349758
stringer,stringer_in_path,stringer_in_path,1,2.245,0,0.06587189999845577
stringer,stringer_in_path,stringer_in_path,1,2.245,1,0.06946549999702256
stringer,stringer_in_path,stringer_in_path,1,2.245,2,0.06708100000105333
stringer,stringer_in_path,stringer_in_path,1,2.245,3,0.048678300001483876
stringer,stringer_in_path,stringer_in_path,1,2.245,4,0.05825959999492625
stringer,stringer_in_path,stringer_in_path,1,2.245,5,0.05686250000144355
stringer,stringer_in_path,stringer_in_path,1,2.245,6,0.04926379999960773
stringer,stringer_in_path,stringer_in_path,1,2.245,7,0.049946200000704266
stringer,stringer_in_path,stringer_in_path,1,2.245,8,0.05017260000022361
stringer,stringer_in_path,stringer_in_path,1,2.245,9,0.06145470000046771
stringer,stringer_in_path,stringer_in_path,1,1.5,0,0.05823130000499077
stringer,stringer_in_path,stringer_in_path,1,1.5,1,0.06289209999522427
stringer,stringer_in_path,stringer_in_path,1,1.5,2,0.05664529999921797
stringer,stringer_in_path,stringer_in_path,1,1.5,3,0.061083499997039326
stringer,stringer_in_path,stringer_in_path,1,1.5,4,0.0521496000001207
stringer,stringer_in_path,stringer_in_path,1,1.5,5,0.05353610000020126
stringer,stringer_in_path,stringer_in_path,1,1.5,6,0.05224089999683201
stringer,stringer_in_path,stringer_in_path,1,1.5,7,0.075265200001013
stringer,stringer_in_path,stringer_in_path,1,1.5,8,0.06209740000485908
stringer,stringer_in_path,stringer_in_path,1,1.5,9,0.06735130000015488
stringer,stringer_in_path,stringer_in_path,1,1.0,0,0.05567499999597203
stringer,stringer_in_path,stringer_in_path,1,1.0,1,0.062304600003699306
stringer,stringer_in_path,stringer_in_path,1,1.0,2,0.05608750000101281
stringer,stringer_in_path,stringer_in_path,1,1.0,3,0.05479460000060499
stringer,stringer_in_path,stringer_in_path,1,1.0,4,0.06495040000299923
stringer,stringer_in_path,stringer_in_path,1,1.0,5,0.0718598999956157
stringer,stringer_in_path,stringer_in_path,1,1.0,6,0.060870799999975134
stringer,stringer_in_path,stringer_in_path,1,1.0,7,0.05483730000560172
stringer,stringer_in_path,stringer_in_path,1,1.0,8,0.059348399998270907
stringer,stringer_in_path,stringer_in_path,1,1.0,9,0.05809450000379002
shifted,pallet_shifted,pallet_shifted,1,2.245,0,0.05696989999705693
shifted,pallet_shifted,pallet_shifted,1,2.245,1,0.0552252999987104
shifted,pallet_shifted,pallet_shifted,1,2.245,2,0.0555506000018795
shifted,pallet_shifted,pallet_shifted,1,2.245,3,0.06883730000117794
shifted,pallet_shifted,pallet_shifted,1,2.245,4,0.05799299999489449
shifted,pallet_shifted,pallet_shifted,1,2.245,5,0.05042870000033872
shifted,pallet_shifted,pallet_shifted,1,2.245,6,0.0571706999980961
shifted,pallet_shifted,pallet_shifted,1,2.245,7,0.058269999994081445
shifted,pallet_shifted,pallet_shifted,1,2.245,8,0.05023300000175368
shifted,pallet_shifted,pallet_shifted,1,2.245,9,0.07943369999702554
shifted,pallet_shifted,pallet_shifted,1,1.5,0,0.05341450000560144
shifted,pallet_shifted,pallet_shifted,1,1.5,1,0.05366409999987809
shifted,pallet_shifted,pallet_shifted,1,1.5,2,0.05593030000454746
shifted,pallet_shifted,pallet_shifted,1,1.5,3,0.0589137999995728
shifted,pallet_shifted,pallet_shifted,1,1.5,4,0.05582180000055814
shifted,pallet_shifted,pallet_shifted,1,1.5,5,0.06253459999425104
shifted,pallet_shifted,pallet_shifted,1,1.5,6,0.06493770000088261
shifted,pallet_shifted,pallet_shifted,1,1.5,7,0.056148099996789824
shifted,pallet_shifted,pallet_shifted,1,1.5,8,0.05921020000096178
shifted,pallet_shifted,pallet_shifted,1,1.5,9,0.05596979999972973
shifted,pallet_shifted,pallet_shifted,1,1.0,0,0.06796619999659015
shifted,pallet_shifted,pallet_shifted,1,1.0,1,0.08460999999806518
shifted,pallet_shifted,pallet_shifted,1,1.0,2,0.09891100000095321
shifted,pallet_shifted,pallet_shifted,1,1.0,3,0.05767860000196379
shifted,pallet_shifted,pallet_shifted,1,1.0,4,0.06366410000191536
shifted,pallet_shifted,pallet_shifted,1,1.0,5,0.06379960000049323
shifted,pallet_shifted,pallet_shifted,1,1.0,6,0.08775080000486923
shifted,pallet_shifted,pallet_shifted,1,1.0,7,0.060863200000312645
shifted,pallet_shifted,pallet_shifted,1,1.0,8,0.06993079999665497
shifted,pallet_shifted,pallet_shifted,1,1.0,9,0.06412369999452494
